Communes,code_ofs,district_electoral,liste_eag_2022,statut_comparaison,bulletins_2022,voix_eag_2022,part_eag_2022,bulletins_2026,voix_raboud_2026,part_raboud_2026,diff_part,ratio_part,voix_raboud_base_2022,diff_voix,effet_participation,effet_performance,dim1,particip_moy
Ogens,5680,Gros-de-Vaud,FALSE,sans liste 2022,81,0,0,136,14,0.10294117647058823,0.10294117647058823,NA,8.338235294117647,14,5.661764705882352,8.338235294117647,0.9489908395434966,0.5232859055025509
Oppens,5923,Gros-de-Vaud,FALSE,sans liste 2022,52,0,0,93,6,0.06451612903225806,0.06451612903225806,NA,3.354838709677419,6,2.6451612903225805,3.354838709677419,0.817602353946175,0.5503758460347667
Oulens-sous-Echallens,5529,Gros-de-Vaud,FALSE,sans liste 2022,168,0,0,271,13,0.04797047970479705,0.04797047970479705,NA,8.059040590405905,13,4.940959409594096,8.059040590405905,-2.0216375085966405,0.6104668191200314
Pailly,5530,Gros-de-Vaud,FALSE,sans liste 2022,140,0,0,232,10,0.04310344827586207,0.04310344827586207,NA,6.03448275862069,10,3.9655172413793105,6.03448275862069,-3.1839867099640937,0.560794324388296
Penthalaz,5495,Gros-de-Vaud,FALSE,sans liste 2022,556,0,0,932,51,0.05472103004291846,0.05472103004291846,NA,30.424892703862664,51,20.57510729613734,30.424892703862664,0.6601345961357074,0.4899626087921139
Penthaz,5496,Gros-de-Vaud,FALSE,sans liste 2022,283,0,0,530,29,0.05471698113207547,0.05471698113207547,NA,15.48490566037736,29,13.515094339622642,15.48490566037736,-0.47203209915522193,0.5011786238895755
Penthéréaz,5531,Gros-de-Vaud,FALSE,sans liste 2022,107,0,0,199,9,0.04522613065326633,0.04522613065326633,NA,4.839195979899498,9,4.160804020100502,4.839195979899498,-0.9395151499860672,0.5490179432750539
Poliez-Pittet,5533,Gros-de-Vaud,FALSE,sans liste 2022,191,0,0,311,17,0.05466237942122187,0.05466237942122187,NA,10.440514469453376,17,6.559485530546624,10.440514469453376,-2.563279127429139,0.5295675322667015
Rueyres,5534,Gros-de-Vaud,FALSE,sans liste 2022,109,0,0,147,2,0.013605442176870748,0.013605442176870748,NA,1.4829931972789114,2,0.5170068027210885,1.4829931972789114,-0.32488798916800343,0.6624770600259932
Saint-Barthélemy VD,5535,Gros-de-Vaud,FALSE,sans liste 2022,172,0,0,328,6,0.018292682926829267,0.018292682926829267,NA,3.146341463414634,6,2.8536585365853657,3.146341463414634,-2.7937678242496147,0.5684327601599977
Sullens,5501,Gros-de-Vaud,FALSE,sans liste 2022,192,0,0,418,22,0.05263157894736842,0.05263157894736842,NA,10.105263157894736,22,11.894736842105262,10.105263157894736,-2.210945794806827,0.5425306143926787
Villars-le-Terroir,5537,Gros-de-Vaud,FALSE,sans liste 2022,302,0,0,492,19,0.03861788617886179,0.03861788617886179,NA,11.662601626016261,19,7.33739837398374,11.662601626016261,-2.2992770158757576,0.5075894833888569
Vuarrens,5539,Gros-de-Vaud,FALSE,sans liste 2022,246,0,0,405,20,0.04938271604938271,0.04938271604938271,NA,12.148148148148147,20,7.851851851851851,12.148148148148147,-2.8398979852345345,0.5278481406472594
Vufflens-la-Ville,5503,Gros-de-Vaud,FALSE,sans liste 2022,320,0,0,512,24,0.046875,0.046875,NA,15,24,9,15,1.5568555213998059,0.583689412607214
Agiez,5742,Yverdon,TRUE,stable,72,6,0.08333333333333333,129,12,0.09302325581395349,0.009689922480620158,1.1162790697674418,6.697674418604651,6,5.3023255813953485,0.6976744186046514,-0.6644864825187313,0.5094776034867698
Arnex-sur-Orbe,5743,Yverdon,TRUE,recul,182,14,0.07692307692307693,264,12,0.045454545454545456,-0.03146853146853147,0.5909090909090909,8.272727272727273,-2,3.7272727272727275,-5.7272727272727275,2.4026920526567626,0.5223504060613784
Ballaigues,5744,Yverdon,TRUE,stable,237,17,0.07172995780590717,425,34,0.08,0.00827004219409283,1.1152941176470588,18.96,17,15.040000000000001,1.9600000000000009,0.6044088349312591,0.5180564381376328
Baulmes,5745,Yverdon,TRUE,recul,285,39,0.1368421052631579,407,26,0.06388206388206388,-0.07296004138109402,0.4668304668304668,18.20638820638821,-13,7.7936117936117935,-20.793611793611795,2.8962031057017024,0.5258007623199429
Bavois,5746,Yverdon,TRUE,recul,197,14,0.07106598984771574,362,13,0.03591160220994475,-0.03515438763777099,0.5053275453827939,7.0745856353591154,-1,5.925414364640884,-6.9254143646408854,-0.10878852698562899,0.4807121057551139
Belmont-sur-Yverdon,5902,Yverdon,TRUE,recul,98,8,0.08163265306122448,175,11,0.06285714285714286,-0.018775510204081622,0.7700000000000001,6.16,3,4.840000000000001,-1.839999999999999,-1.8983813876649989,0.5383044797986293
Bioley-Magnoux,5903,Yverdon,TRUE,recul,72,5,0.06944444444444445,127,4,0.031496062992125984,-0.037948381452318464,0.45354330708661417,2.267716535433071,-1,1.7322834645669292,-2.7322834645669296,-1.7585718388781502,0.5320759713449498
Bofflens,5747,Yverdon,TRUE,recul,74,3,0.04054054054054054,87,1,0.011494252873563218,-0.029046287666977325,0.2835249042145594,0.8505747126436781,-2,0.14942528735632182,-2.149425287356322,-1.5996541383257774,0.6295014955302036
Bonvillars,5551,Yverdon,TRUE,recul,132,7,0.05303030303030303,233,9,0.03862660944206009,-0.014403693588242943,0.7283874923359902,5.098712446351932,2,3.901287553648069,-1.9012875536480685,-0.9505458930377921,0.5709685655253837
Bretonnières,5748,Yverdon,TRUE,recul,82,8,0.0975609756097561,133,11,0.08270676691729323,-0.014854208692462872,0.8477443609022556,6.781954887218045,3,4.2180451127819545,-1.2180451127819556,1.8559420068747996,0.6050126711465413
Bullet,5552,Yverdon,TRUE,recul,211,8,0.037914691943127965,390,10,0.02564102564102564,-0.012273666302102325,0.6762820512820512,5.41025641025641,2,4.589743589743589,-2.5897435897435908,-3.084023289993721,0.6004751890194864
Chamblon,5904,Yverdon,TRUE,recul,142,11,0.07746478873239436,212,12,0.05660377358490566,-0.0208610151474887,0.7307032590051459,8.037735849056604,1,3.9622641509433962,-2.9622641509433953,-2.123848423659282,0.5242162255144325
Champagne,5553,Yverdon,TRUE,recul,205,20,0.0975609756097561,337,14,0.04154302670623145,-0.05601794890352465,0.4258160237388724,8.516320474777448,-6,5.483679525222552,-11.483679525222554,-0.39484155873893145,0.47052930723243813
Champvent,5905,Yverdon,TRUE,stable,152,7,0.046052631578947366,282,14,0.04964539007092199,0.003592758491974622,1.0780141843971631,7.546099290780142,7,6.453900709219859,0.5460992907801425,0.12119921971358821,0.5365713531337677
Chavannes-le-Chêne,5907,Yverdon,TRUE,progression,82,2,0.024390243902439025,131,9,0.06870229007633588,0.044312046173896856,2.816793893129771,5.633587786259542,7,3.366412213740458,3.6335877862595423,-3.336074078299358,0.4552868467045083
Chavornay,5749,Yverdon,TRUE,stable,881,73,0.08286038592508513,1480,110,0.07432432432432433,-0.0085360616007608,0.8969825990373936,65.47972972972973,37,44.520270270270274,-7.520270270270265,0.8357448685118144,0.47670921893291146
Cheseaux-Noréaz,5909,Yverdon,TRUE,recul,224,10,0.044642857142857144,315,9,0.02857142857142857,-0.016071428571428573,0.64,6.3999999999999995,-1,2.6,-3.6000000000000005,-0.8820155717085341,0.5836605718596298
Chêne-Pâquier,5908,Yverdon,TRUE,recul,44,6,0.13636363636363635,66,4,0.06060606060606061,-0.07575757575757575,0.4444444444444445,2.666666666666667,-2,1.3333333333333335,-3.333333333333333,0.6909343576668351,0.5531631648239724
Concise,5554,Yverdon,TRUE,stable,244,21,0.0860655737704918,330,28,0.08484848484848485,-0.001217088922006948,0.985858585858586,20.703030303030303,7,7.296969696969698,-0.29696969696969533,1.5278125348685698,0.5227237689289285
Corcelles-près-Concise,5555,Yverdon,TRUE,recul,89,6,0.06741573033707865,166,7,0.04216867469879518,-0.025247055638283472,0.6255020080321285,3.7530120481927707,1,3.246987951807229,-2.246987951807229,1.892953883996865,0.47655837013377045
Cronay,5910,Yverdon,TRUE,recul,128,7,0.0546875,196,7,0.03571428571428571,-0.018973214285714288,0.6530612244897959,4.571428571428571,0,2.4285714285714284,-2.428571428571429,0.4712993841335432,0.6008464846926843
Croy,5752,Yverdon,TRUE,progression,98,9,0.09183673469387756,185,20,0.10810810810810811,0.01627137341423056,1.177177177177177,10.594594594594595,11,9.405405405405405,1.5945945945945947,4.051439737370594,0.5545143251756365
Cuarny,5911,Yverdon,TRUE,stable,59,2,0.03389830508474576,99,4,0.04040404040404041,0.006505735319294645,1.191919191919192,2.383838383838384,2,1.6161616161616164,0.38383838383838403,-2.9907315073493823,0.6369077787485969
Donneloye,5913,Yverdon,TRUE,recul,211,19,0.09004739336492891,345,24,0.06956521739130435,-0.02048217597362456,0.7725400457665904,14.678260869565218,5,9.321739130434782,-4.321739130434782,-0.11426185467457274,0.5584559623933495
Démoret,5912,Yverdon,TRUE,recul,57,6,0.10526315789473684,86,1,0.011627906976744186,-0.09363525091799266,0.11046511627906977,0.6627906976744186,-5,0.3372093023255814,-5.337209302325581,-1.8133136605265152,0.6339877728978339
Ependes VD,5914,Yverdon,TRUE,stable,100,5,0.05,141,6,0.0425531914893617,-0.007446808510638302,0.8510638297872339,4.25531914893617,1,1.7446808510638296,-0.7446808510638302,-2.4958124926353156,0.5391028170891815
Fiez,5556,Yverdon,TRUE,stable,122,10,0.08196721311475409,164,14,0.08536585365853659,0.0033986405437824996,1.0414634146341466,10.414634146341465,4,3.5853658536585367,0.41463414634146495,3.5355954155957052,0.5255524472293994
Fontaines-sur-Grandson,5557,Yverdon,TRUE,recul,47,2,0.0425531914893617,91,2,0.02197802197802198,-0.02057516951133972,0.5164835164835165,1.032967032967033,0,0.9670329670329672,-0.9670329670329669,-1.065504004581747,0.4700233674961434
Giez,5559,Yverdon,TRUE,recul,109,6,0.05504587155963303,197,6,0.030456852791878174,-0.024589018767754857,0.5532994923857868,3.3197969543147208,0,2.6802030456852792,-2.6802030456852792,-0.01195280478231082,0.5318848906464136
Grandevent,5560,Yverdon,TRUE,progression,61,1,0.01639344262295082,100,9,0.09,0.07360655737704917,5.489999999999999,5.49,8,3.51,4.489999999999999,2.680940403647835,0.626735767693951
Grandson,5561,Yverdon,TRUE,stable,733,51,0.06957708049113233,1109,68,0.061316501352569885,-0.008260579138562443,0.8812744214006614,44.94499549143372,17,23.055004508566277,-6.055004508566271,1.5063655852895237,0.48923543073264886
Juriens,5754,Yverdon,TRUE,stable,90,4,0.044444444444444446,159,6,0.03773584905660377,-0.006708595387840674,0.8490566037735848,3.3962264150943393,2,2.6037735849056602,-0.6037735849056607,-1.394402680877884,0.5735503008021391
L'Abbaye,5871,La Vallée,FALSE,sans liste 2022,396,0,0,601,28,0.04658901830282862,0.04658901830282862,NA,18.449251247920134,28,9.550748752079867,18.449251247920134,0.46309514323259315,0.5407161030906313
L'Abergement,5741,Yverdon,TRUE,recul,88,8,0.09090909090909091,144,4,0.027777777777777776,-0.06313131313131314,0.3055555555555555,2.444444444444444,-4,1.5555555555555554,-5.555555555555556,1.3950728605887126,0.7078910936778956
La Praz,5758,Yverdon,TRUE,stable,50,7,0.14,95,13,0.1368421052631579,-0.0031578947368421095,0.9774436090225563,6.842105263157896,6,6.157894736842105,-0.15789473684210548,2.8873793900601465,0.6300018485705139
Le Chenit,5872,La Vallée,FALSE,sans liste 2022,971,0,0,1433,79,0.05512909979064899,0.05512909979064899,NA,53.530355896720174,79,25.469644103279833,53.530355896720174,1.2261629625639456,0.5525396795304752
Le Lieu,5873,La Vallée,FALSE,sans liste 2022,280,0,0,310,26,0.08387096774193549,0.08387096774193549,NA,23.483870967741936,26,2.5161290322580645,23.483870967741936,2.3324071914158737,0.5687318367784354
Les Clées,5750,Yverdon,TRUE,recul,60,8,0.13333333333333333,84,6,0.07142857142857142,-0.06190476190476191,0.5357142857142857,4.285714285714286,-2,1.7142857142857142,-3.7142857142857144,4.142015187655807,0.5291711963555418
Lignerolle,5755,Yverdon,TRUE,recul,123,6,0.04878048780487805,155,2,0.012903225806451613,-0.03587726199842644,0.2645161290322581,1.5870967741935484,-4,0.4129032258064516,-4.412903225806452,-1.6744405496026238,0.5522977619593413
Mathod,5919,Yverdon,TRUE,recul,142,16,0.11267605633802817,231,22,0.09523809523809523,-0.01743796109993294,0.8452380952380951,13.523809523809524,6,8.476190476190476,-2.476190476190477,0.7105557595567936,0.5274807829013917
