Communes,code_ofs,district_electoral,liste_eag_2022,statut_comparaison,bulletins_2022,voix_eag_2022,part_eag_2022,bulletins_2026,voix_raboud_2026,part_raboud_2026,diff_part,ratio_part,voix_raboud_base_2022,diff_voix,effet_participation,effet_performance,dim1,particip_moy
Chavannes-sur-Moudon,5665,Broye-Vully,FALSE,sans liste 2022,67,0,0,116,6,0.05172413793103448,0.05172413793103448,NA,3.4655172413793105,6,2.5344827586206895,3.4655172413793105,-5.081327537043442,0.5117780856564506
Chevroux,5813,Broye-Vully,FALSE,sans liste 2022,114,0,0,191,8,0.041884816753926704,0.041884816753926704,NA,4.774869109947645,8,3.2251308900523563,4.774869109947645,-1.1143607624068088,0.5405060881264339
Corcelles-le-Jorat,5785,Broye-Vully,FALSE,sans liste 2022,154,0,0,191,7,0.03664921465968586,0.03664921465968586,NA,5.643979057591623,7,1.356020942408377,5.643979057591623,-1.1846073047013927,0.5664965535524921
Corcelles-près-Payerne,5816,Broye-Vully,FALSE,sans liste 2022,542,0,0,747,38,0.050870147255689425,0.050870147255689425,NA,27.57161981258367,38,10.428380187416332,27.57161981258367,-3.046913375453423,0.4875381617577917
Cudrefin,5456,Broye-Vully,FALSE,sans liste 2022,290,0,0,660,29,0.04393939393939394,0.04393939393939394,NA,12.742424242424242,29,16.257575757575758,12.742424242424242,-0.9533911775174966,0.4709423152044959
Curtilles,5669,Broye-Vully,FALSE,sans liste 2022,81,0,0,105,5,0.047619047619047616,0.047619047619047616,NA,3.8571428571428568,5,1.1428571428571428,3.8571428571428568,0.41061529764896126,0.5543814177779992
Dompierre VD,5671,Broye-Vully,FALSE,sans liste 2022,77,0,0,105,6,0.05714285714285714,0.05714285714285714,NA,4.3999999999999995,6,1.5999999999999999,4.3999999999999995,-2.9930675801359,0.6010530118875992
Faoug,5458,Broye-Vully,FALSE,sans liste 2022,114,0,0,249,16,0.0642570281124498,0.0642570281124498,NA,7.325301204819277,16,8.674698795180722,7.325301204819277,-0.3571523132075901,0.43147313269843546
Grandcour,5817,Broye-Vully,FALSE,sans liste 2022,198,0,0,318,17,0.05345911949685535,0.05345911949685535,NA,10.584905660377359,17,6.415094339622642,10.584905660377359,-0.6052574022396634,0.4657065619483191
Henniez,5819,Broye-Vully,FALSE,sans liste 2022,46,0,0,100,7,0.07,0.07,NA,3.22,7,3.7800000000000002,3.22,-1.7404418406840474,0.37920199922555736
Hermenches,5673,Broye-Vully,FALSE,sans liste 2022,93,0,0,151,4,0.026490066225165563,0.026490066225165563,NA,2.4635761589403975,4,1.5364238410596027,2.4635761589403975,-3.915555484691521,0.5339477402033629
Lovatens,5674,Broye-Vully,FALSE,sans liste 2022,37,0,0,68,7,0.10294117647058823,0.10294117647058823,NA,3.8088235294117645,7,3.191176470588235,3.8088235294117645,3.8205852154544897,0.5243006993006993
Lucens,5675,Broye-Vully,FALSE,sans liste 2022,574,0,0,892,49,0.05493273542600897,0.05493273542600897,NA,31.531390134529147,49,17.468609865470853,31.531390134529147,1.3323053055807024,0.4546020591291871
Missy,5821,Broye-Vully,FALSE,sans liste 2022,92,0,0,148,12,0.08108108108108109,0.08108108108108109,NA,7.45945945945946,12,4.54054054054054,7.45945945945946,-0.5890053831392984,0.5109124141334543
Moudon,5678,Broye-Vully,FALSE,sans liste 2022,647,0,0,1111,83,0.0747074707470747,0.0747074707470747,NA,48.33573357335734,83,34.66426642664266,48.33573357335734,1.0510668325551091,0.3009569818394779
Payerne,5822,Broye-Vully,FALSE,sans liste 2022,1412,0,0,2204,89,0.04038112522686026,0.04038112522686026,NA,57.01814882032668,89,31.981851179673324,57.01814882032668,-1.7755952235528554,0.43595439499638117
Prévonloup,5683,Broye-Vully,FALSE,sans liste 2022,55,0,0,80,3,0.0375,0.0375,NA,2.0625,3,0.9375,2.0625,-3.2137146534295478,0.4548605686276992
Ropraz,5798,Broye-Vully,FALSE,sans liste 2022,110,0,0,193,16,0.08290155440414508,0.08290155440414508,NA,9.119170984455959,16,6.880829015544042,9.119170984455959,-1.2428359344402384,0.5516557443868423
Rossenges,5684,Broye-Vully,FALSE,sans liste 2022,23,0,0,29,0,0,0,NA,0,0,0,0,-2.5058661294552147,0.5276367948781742
Syens,5688,Broye-Vully,FALSE,sans liste 2022,33,0,0,41,1,0.024390243902439025,0.024390243902439025,NA,0.8048780487804879,1,0.1951219512195122,0.8048780487804879,-1.1666171111827057,0.4523678568622389
Trey,5827,Broye-Vully,FALSE,sans liste 2022,92,0,0,106,6,0.05660377358490566,0.05660377358490566,NA,5.2075471698113205,6,0.7924528301886793,5.2075471698113205,-3.160094993067322,0.5008162580963978
Treytorrens (Payerne),5828,Broye-Vully,FALSE,sans liste 2022,36,0,0,57,2,0.03508771929824561,0.03508771929824561,NA,1.263157894736842,2,0.7368421052631579,1.263157894736842,-5.826046634231328,0.5839887096168784
Valbroye,5831,Broye-Vully,FALSE,sans liste 2022,690,0,0,995,52,0.05226130653266332,0.05226130653266332,NA,36.06030150753769,52,15.93969849246231,36.06030150753769,-2.6561456655019455,0.5133799208341189
Villars-le-Comte,5690,Broye-Vully,FALSE,sans liste 2022,35,0,0,59,6,0.1016949152542373,0.1016949152542373,NA,3.5593220338983054,6,2.440677966101695,3.5593220338983054,-3.05923457203056,0.5941809180918092
Villarzel,5830,Broye-Vully,FALSE,sans liste 2022,114,0,0,179,12,0.0670391061452514,0.0670391061452514,NA,7.642458100558659,12,4.35754189944134,7.642458100558659,-0.3313570423056125,0.4903659330967969
Vucherens,5692,Broye-Vully,FALSE,sans liste 2022,164,0,0,245,16,0.0653061224489796,0.0653061224489796,NA,10.710204081632654,16,5.289795918367347,10.710204081632654,0.9452088320221907,0.5443502772867355
Vulliens,5803,Broye-Vully,FALSE,sans liste 2022,171,0,0,256,11,0.04296875,0.04296875,NA,7.34765625,11,3.65234375,7.34765625,-2.6817090845659117,0.582952772904926
Vully-les-Lacs,5464,Broye-Vully,FALSE,sans liste 2022,634,0,0,1147,51,0.044463818657367045,0.044463818657367045,NA,28.190061028770707,51,22.809938971229293,28.190061028770707,-2.7244904621291397,0.5033192996254114
Assens,5511,Gros-de-Vaud,FALSE,sans liste 2022,428,0,0,636,33,0.05188679245283019,0.05188679245283019,NA,22.20754716981132,33,10.79245283018868,22.20754716981132,-2.4636121485345304,0.5324305791229444
Bercher,5512,Gros-de-Vaud,FALSE,sans liste 2022,303,0,0,477,14,0.029350104821802937,0.029350104821802937,NA,8.89308176100629,14,5.106918238993711,8.89308176100629,-0.5605811925366224,0.5364476536088724
Bettens,5471,Gros-de-Vaud,FALSE,sans liste 2022,122,0,0,215,9,0.04186046511627907,0.04186046511627907,NA,5.1069767441860465,9,3.8930232558139535,5.1069767441860465,-2.535202205177911,0.5232636562829134
Bottens,5514,Gros-de-Vaud,FALSE,sans liste 2022,268,0,0,491,30,0.06109979633401222,0.06109979633401222,NA,16.374745417515275,30,13.625254582484725,16.374745417515275,-0.9160173006145529,0.49406461490741976
Boulens,5661,Gros-de-Vaud,FALSE,sans liste 2022,110,0,0,165,9,0.05454545454545454,0.05454545454545454,NA,6,9,3,6,0.025988728767356015,0.5691485885413168
Bournens,5472,Gros-de-Vaud,FALSE,sans liste 2022,103,0,0,197,9,0.04568527918781726,0.04568527918781726,NA,4.7055837563451774,9,4.2944162436548226,4.7055837563451774,-2.9786567520587024,0.5187450446631927
Boussens,5473,Gros-de-Vaud,FALSE,sans liste 2022,192,0,0,373,14,0.03753351206434316,0.03753351206434316,NA,7.206434316353887,14,6.793565683646112,7.206434316353887,0.5267132759416778,0.5950638674057313
Bretigny-sur-Morrens,5515,Gros-de-Vaud,FALSE,sans liste 2022,173,0,0,306,15,0.049019607843137254,0.049019607843137254,NA,8.480392156862745,15,6.519607843137255,8.480392156862745,2.275541460960916,0.50963027529212
Cugy VD,5516,Gros-de-Vaud,FALSE,sans liste 2022,496,0,0,855,56,0.06549707602339182,0.06549707602339182,NA,32.48654970760234,56,23.513450292397664,32.48654970760234,2.241553336901663,0.5413415298752116
Daillens,5480,Gros-de-Vaud,FALSE,sans liste 2022,236,0,0,412,31,0.07524271844660194,0.07524271844660194,NA,17.757281553398055,31,13.242718446601941,17.757281553398055,0.9663732649241833,0.5709473991440841
Echallens,5518,Gros-de-Vaud,FALSE,sans liste 2022,1134,0,0,2081,109,0.052378664103796255,0.052378664103796255,NA,59.397405093704954,109,49.60259490629505,59.397405093704954,1.2112692885626963,0.49770253796791913
Essertines-sur-Yverdon,5520,Gros-de-Vaud,FALSE,sans liste 2022,209,0,0,355,19,0.05352112676056338,0.05352112676056338,NA,11.185915492957745,19,7.814084507042253,11.185915492957745,-0.8472566290265438,0.4812594475056499
Etagnières,5521,Gros-de-Vaud,FALSE,sans liste 2022,246,0,0,407,27,0.06633906633906633,0.06633906633906633,NA,16.319410319410316,27,10.68058968058968,16.319410319410316,1.2173262594536136,0.5630519347300761
Fey,5522,Gros-de-Vaud,FALSE,sans liste 2022,154,0,0,284,19,0.06690140845070422,0.06690140845070422,NA,10.30281690140845,19,8.697183098591548,10.30281690140845,0.46647057484189997,0.5054567006691851
Froideville,5523,Gros-de-Vaud,FALSE,sans liste 2022,550,0,0,1059,38,0.03588290840415486,0.03588290840415486,NA,19.73559962228517,38,18.264400377714825,19.73559962228517,-0.6221235181059949,0.5718157852445716
Goumoëns,5541,Gros-de-Vaud,FALSE,sans liste 2022,300,0,0,461,22,0.04772234273318872,0.04772234273318872,NA,14.316702819956616,22,7.683297180043383,14.316702819956616,-1.9511711953617812,0.5634601543692453
Jorat-Menthue,5804,Gros-de-Vaud,FALSE,sans liste 2022,355,0,0,563,25,0.04440497335701599,0.04440497335701599,NA,15.763765541740675,25,9.236234458259325,15.763765541740675,-0.484753958824083,0.5236705046923263
Lussery-Villars,5487,Gros-de-Vaud,FALSE,sans liste 2022,103,0,0,176,14,0.07954545454545454,0.07954545454545454,NA,8.193181818181818,14,5.806818181818182,8.193181818181818,3.110393372365199,0.5060971877348176
Mex VD,5489,Gros-de-Vaud,FALSE,sans liste 2022,146,0,0,256,7,0.02734375,0.02734375,NA,3.9921875,7,3.0078125,3.9921875,-2.511433009180533,0.4957024009979721
Montanaire,5693,Gros-de-Vaud,FALSE,sans liste 2022,694,0,0,1067,45,0.04217432052483599,0.04217432052483599,NA,29.268978444236176,45,15.731021555763824,29.268978444236176,-1.1301295665620985,0.5196370543087732
Montilliez,5540,Gros-de-Vaud,FALSE,sans liste 2022,425,0,0,692,26,0.03757225433526012,0.03757225433526012,NA,15.96820809248555,26,10.031791907514451,15.96820809248555,-2.2908547326419852,0.516229827978716
Morrens VD,5527,Gros-de-Vaud,FALSE,sans liste 2022,218,0,0,466,32,0.06866952789699571,0.06866952789699571,NA,14.969957081545065,32,17.030042918454935,14.969957081545065,0.8227866796196236,0.5732029264237889
