Communes,code_ofs,district_electoral,dim1,dim1_acp,dim2_acp,dim3_acp,effectif,liste_eag_2022,part_eag_2022,part_gauche_2022,part_ps_verts,raboud_voix,part_raboud_2026,tendance_raboud,particip_moy,part_eag_cc,ecart,levier,part_manquante,voix_quorum,voix_siege,statut_district,marge_ecart,marge_raboud,marge_reservoir,marge_progression,source_marge,potentiel_commune,potentiel_district,score_district,score_priorite,score_marge,part_score_district,voix_a_trouver,voix_quorum_commune,profil,cluster,type_electorat,message_cle
Rueyres,5534,Gros-de-Vaud,-0.32488798916800343,-0.32488798916800343,-1.3326734563377745,1.9258126000973372,109,FALSE,0,0.1743119266055046,0.1743119266055046,2,0.013605442176870748,0.013605442176870748,0.6624770600259932,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.013605442176870748,0.01743119266055046,0.01743119266055046,reservoir_ps_verts,1.9000000000000001,490.83175864846106,0.9439072281701175,0.0036538461538461542,0.03352152434721242,0.003870980160761766,3,2,implantation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Saint-Barthélemy VD,5535,Gros-de-Vaud,-2.7937678242496147,-2.7937678242496147,-0.05787629362981171,0.7348118679485778,172,FALSE,0,0.21511627906976744,0.21511627906976744,6,0.018292682926829267,0.018292682926829267,0.5684327601599977,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.018292682926829267,0.021511627906976746,0.021511627906976746,reservoir_ps_verts,3.7,490.83175864846106,0.9439072281701175,0.007115384615384616,0.041368515205724515,0.007538224523588702,4,4,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Sullens,5501,Gros-de-Vaud,-2.210945794806827,-2.210945794806827,-0.9229265381455097,0.2865051627418181,192,FALSE,0,0.19791666666666666,0.19791666666666666,22,0.05263157894736842,0.05263157894736842,0.5425306143926787,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.05263157894736842,0.019791666666666666,0.05263157894736842,raboud_2026,10.105263157894736,490.83175864846106,0.9439072281701175,0.019433198380566803,0.10121457489878542,0.020588038528151217,11,11,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Villars-le-Terroir,5537,Gros-de-Vaud,-2.2992770158757576,-2.2992770158757576,-0.11971644971230877,0.2757645244097766,302,FALSE,0,0.2185430463576159,0.2185430463576159,19,0.03861788617886179,0.03861788617886179,0.5075894833888569,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.03861788617886179,0.02185430463576159,0.03861788617886179,raboud_2026,11.662601626016261,490.83175864846106,0.9439072281701175,0.022428080050031274,0.07426516572858037,0.023760894482724663,13,12,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Vuarrens,5539,Gros-de-Vaud,-2.8398979852345345,-2.8398979852345345,-0.6241832044161595,0.15397654132939512,246,FALSE,0,0.21138211382113822,0.21138211382113822,20,0.04938271604938271,0.04938271604938271,0.5278481406472594,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.04938271604938271,0.021138211382113824,0.04938271604938271,raboud_2026,12.148148148148147,490.83175864846106,0.9439072281701175,0.02336182336182336,0.09496676163342829,0.024750126563934875,13,13,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Vufflens-la-Ville,5503,Gros-de-Vaud,1.5568555213998059,1.5568555213998059,0.011248701393907053,-0.0037868787448386274,320,FALSE,0,0.41875,0.41875,24,0.046875,0.046875,0.583689412607214,NA,NA,0.0019230769230769232,0.05266356086692323,494,520,offensive,NA,0.046875,0.041875,0.046875,raboud_2026,15,490.83175864846106,0.9439072281701175,0.028846153846153848,0.09014423076923077,0.030560369690224465,16,16,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Agiez,5742,Yverdon,-0.6644864825187313,-0.6644864825187313,0.1702289883829924,0.34297411569273917,72,TRUE,0.08333333333333333,0.25,0.16666666666666669,12,0.09302325581395349,0.009689922480620158,0.5094776034867698,NA,0.06317869214924936,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.009689922480620158,0.01666666666666667,0.01666666666666667,reservoir_ps_verts,6,1253.2482865814402,3.520360355565843,0.016853932584269662,0.046816479400749074,0.004787558909309628,2,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Arnex-sur-Orbe,5743,Yverdon,2.4026920526567626,2.4026920526567626,0.48194077624896897,-0.5305540233421066,182,TRUE,0.07692307692307693,0.3901098901098901,0.3131868131868132,12,0.045454545454545456,-0.03146853146853147,0.5223504060613784,NA,0.013467820261234012,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.03131868131868132,0.03131868131868132,reservoir_ps_verts,14,1253.2482865814402,3.520360355565843,0.03932584269662921,0.08797382392888012,0.011170970788389132,4,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Ballaigues,5744,Yverdon,0.6044088349312591,0.6044088349312591,-0.589654664710379,-0.062247273231491915,237,TRUE,0.07172995780590717,0.3755274261603376,0.3037974683544304,34,0.08,0.00827004219409283,0.5180564381376328,NA,0.033661801776725606,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.00827004219409283,0.03037974683544304,0.03037974683544304,reservoir_ps_verts,17,1253.2482865814402,3.520360355565843,0.047752808988764044,0.08533636751528943,0.013564750243043946,5,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Baulmes,5745,Yverdon,2.8962031057017024,2.8962031057017024,-1.0317215264418538,-0.3760797487159684,285,TRUE,0.1368421052631579,0.47719298245614034,0.3403508771929824,26,0.06388206388206388,-0.07296004138109402,0.5258007623199429,NA,0.06641975095869272,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.034035087719298245,0.034035087719298245,reservoir_ps_verts,39,1253.2482865814402,3.520360355565843,0.1095505617977528,0.09560417898679283,0.031119132910512583,12,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Bavois,5746,Yverdon,-0.10878852698562899,-0.10878852698562899,-0.27537557298641147,-1.4584999846077853,197,TRUE,0.07106598984771574,0.39593908629441626,0.32487309644670054,13,0.03591160220994475,-0.03515438763777099,0.4807121057551139,NA,0.04306633305128206,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.03248730964467005,0.03248730964467005,reservoir_ps_verts,14.000000000000002,1253.2482865814402,3.520360355565843,0.03932584269662922,0.09125648776592711,0.011170970788389134,4,0,report_gauche,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Belmont-sur-Yverdon,5902,Yverdon,-1.8983813876649989,-1.8983813876649989,-1.0127381096665848,0.17522094778862324,98,TRUE,0.08163265306122448,0.2857142857142857,0.20408163265306123,11,0.06285714285714286,-0.018775510204081622,0.5383044797986293,NA,0.07889741156808396,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.020408163265306124,0.020408163265306124,reservoir_ps_verts,7.999999999999999,1253.2482865814402,3.520360355565843,0.022471910112359546,0.057326301307039675,0.006383411879079503,3,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Bioley-Magnoux,5903,Yverdon,-1.7585718388781502,-1.7585718388781502,-0.04495304363715444,1.1089555312998596,72,TRUE,0.06944444444444445,0.2777777777777778,0.20833333333333334,4,0.031496062992125984,-0.037948381452318464,0.5320759713449498,NA,0.0647354542951006,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.020833333333333336,0.020833333333333336,reservoir_ps_verts,5,1253.2482865814402,3.520360355565843,0.014044943820224719,0.058520599250936334,0.00398963242442469,2,0,implantation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Bofflens,5747,Yverdon,-1.5996541383257774,-1.5996541383257774,-1.894564934362405,-1.6057024819728678,74,TRUE,0.04054054054054054,0.3108108108108108,0.2702702702702703,1,0.011494252873563218,-0.029046287666977325,0.6295014955302036,NA,0.033588044131188835,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02702702702702703,0.02702702702702703,reservoir_ps_verts,3,1253.2482865814402,3.520360355565843,0.008426966292134831,0.07591861524445795,0.002393779454654814,1,0,implantation,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Bonvillars,5551,Yverdon,-0.9505458930377921,-0.9505458930377921,0.4773588861855754,-1.5047531965470935,132,TRUE,0.05303030303030303,0.2727272727272727,0.21969696969696967,9,0.03862660944206009,-0.014403693588242943,0.5709685655253837,NA,0.036914079693966394,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02196969696969697,0.02196969696969697,reservoir_ps_verts,7,1253.2482865814402,3.520360355565843,0.019662921348314606,0.061712631937351034,0.005585485394194566,2,0,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bretonnières,5748,Yverdon,1.8559420068747996,1.8559420068747996,-0.3581913015196151,0.1764034005191973,82,TRUE,0.0975609756097561,0.34146341463414637,0.24390243902439027,11,0.08270676691729323,-0.014854208692462872,0.6050126711465413,NA,0.04182441325388299,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02439024390243903,0.02439024390243903,reservoir_ps_verts,8,1253.2482865814402,3.520360355565843,0.02247191011235955,0.06851192107426693,0.006383411879079504,3,0,consolidation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bullet,5552,Yverdon,-3.084023289993721,-3.084023289993721,-0.8916894472955889,-0.6023720043752812,211,TRUE,0.037914691943127965,0.3080568720379147,0.27014218009478674,10,0.02564102564102564,-0.012273666302102325,0.6004751890194864,NA,0.05191764273918105,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.027014218009478674,0.027014218009478674,reservoir_ps_verts,8,1253.2482865814402,3.520360355565843,0.02247191011235955,0.07588263485808616,0.006383411879079504,3,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Chamblon,5904,Yverdon,-2.123848423659282,-2.123848423659282,0.857325855973451,-0.23425025431285312,142,TRUE,0.07746478873239436,0.34507042253521125,0.2676056338028169,12,0.05660377358490566,-0.0208610151474887,0.5242162255144325,NA,0.07791255772153731,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02676056338028169,0.02676056338028169,reservoir_ps_verts,11,1253.2482865814402,3.520360355565843,0.03089887640449438,0.07517012185472385,0.008777191333734318,4,0,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Champagne,5553,Yverdon,-0.39484155873893145,-0.39484155873893145,1.1202417299066973,0.2977719034549296,205,TRUE,0.0975609756097561,0.375609756097561,0.2780487804878049,14,0.04154302670623145,-0.05601794890352465,0.47052930723243813,NA,0.07359964660942125,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02780487804878049,0.02780487804878049,reservoir_ps_verts,20,1253.2482865814402,3.520360355565843,0.056179775280898875,0.07810359002466431,0.01595852969769876,6,0,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Champvent,5905,Yverdon,0.12119921971358821,0.12119921971358821,-0.3660793427573653,0.7499767862006284,152,TRUE,0.046052631578947366,0.2894736842105263,0.24342105263157895,14,0.04964539007092199,0.003592758491974622,0.5365713531337677,NA,0.014806143575849275,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.003592758491974622,0.024342105263157898,0.024342105263157898,reservoir_ps_verts,7,1253.2482865814402,3.520360355565843,0.019662921348314606,0.06837670017740982,0.005585485394194566,2,0,consolidation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Chavannes-le-Chêne,5907,Yverdon,-3.336074078299358,-3.336074078299358,-0.22243427012657976,-0.5026661448506116,82,TRUE,0.024390243902439025,0.25609756097560976,0.23170731707317074,9,0.06870229007633588,0.044312046173896856,0.4552868467045083,NA,0.041951498898956247,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.044312046173896856,0.023170731707317076,0.044312046173896856,raboud_2026,3.6335877862595423,1253.2482865814402,3.520360355565843,0.010206707264773995,0.124472039814317,0.00289933592981092,2,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Chavornay,5749,Yverdon,0.8357448685118144,0.8357448685118144,-0.905635496283883,0.3468811605396158,881,TRUE,0.08286038592508513,0.3598183881952327,0.27695800227014755,110,0.07432432432432433,-0.0085360616007608,0.47670921893291146,NA,0.041526364371173546,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.027695800227014757,0.027695800227014757,reservoir_ps_verts,73,1253.2482865814402,3.520360355565843,0.2050561797752809,0.07779719164891787,0.058248633396600476,21,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Cheseaux-Noréaz,5909,Yverdon,-0.8820155717085341,-0.8820155717085341,0.8094382181782753,0.7800427351676218,224,TRUE,0.044642857142857144,0.3482142857142857,0.30357142857142855,9,0.02857142857142857,-0.016071428571428573,0.5836605718596298,NA,0.027559163195203226,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.030357142857142857,0.030357142857142857,reservoir_ps_verts,10,1253.2482865814402,3.520360355565843,0.028089887640449437,0.08527287319422151,0.00797926484884938,3,0,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chêne-Pâquier,5908,Yverdon,0.6909343576668351,0.6909343576668351,0.009061761432305427,-0.5231205618658944,44,TRUE,0.13636363636363635,0.4090909090909091,0.27272727272727276,4,0.06060606060606061,-0.07575757575757575,0.5531631648239724,NA,0.09707396409533867,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02727272727272728,0.02727272727272728,reservoir_ps_verts,6,1253.2482865814402,3.520360355565843,0.016853932584269662,0.07660878447395303,0.004787558909309628,2,0,consolidation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Concise,5554,Yverdon,1.5278125348685698,1.5278125348685698,0.309663223576945,-0.5804267997835935,244,TRUE,0.0860655737704918,0.3442622950819672,0.2581967213114754,28,0.08484848484848485,-0.001217088922006948,0.5227237689289285,NA,0.03496134954926493,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.025819672131147543,0.025819672131147543,reservoir_ps_verts,21,1253.2482865814402,3.520360355565843,0.05898876404494382,0.07252716890771782,0.016756456182583698,6,0,consolidation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Corcelles-près-Concise,5555,Yverdon,1.892953883996865,1.892953883996865,0.4032843401438208,0.9309162707866461,89,TRUE,0.06741573033707865,0.4044943820224719,0.33707865168539325,7,0.04216867469879518,-0.025247055638283472,0.47655837013377045,NA,0.011156656154458905,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.033707865168539325,0.033707865168539325,reservoir_ps_verts,6,1253.2482865814402,3.520360355565843,0.016853932584269662,0.09468501451836889,0.004787558909309628,2,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Cronay,5910,Yverdon,0.4712993841335432,0.4712993841335432,-0.23900065663632514,0.6475365625510663,128,TRUE,0.0546875,0.3515625,0.296875,7,0.03571428571428571,-0.018973214285714288,0.6008464846926843,NA,0.01849850459982883,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.029687500000000002,0.029687500000000002,reservoir_ps_verts,7,1253.2482865814402,3.520360355565843,0.019662921348314606,0.08339185393258428,0.005585485394194566,2,0,consolidation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Croy,5752,Yverdon,4.051439737370594,4.051439737370594,-0.6174861774242462,-0.55341568047222,98,TRUE,0.09183673469387756,0.5204081632653061,0.4285714285714286,20,0.10810810810810811,0.01627137341423056,0.5545143251756365,NA,0.005105431757945117,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.01627137341423056,0.042857142857142864,0.042857142857142864,reservoir_ps_verts,9,1253.2482865814402,3.520360355565843,0.025280898876404494,0.12038523274478331,0.007181338363964442,3,0,consolidation,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Cuarny,5911,Yverdon,-2.9907315073493823,-2.9907315073493823,-0.09361854784186503,-0.001558840895087533,59,TRUE,0.03389830508474576,0.1864406779661017,0.15254237288135594,4,0.04040404040404041,0.006505735319294645,0.6369077787485969,NA,0.04658421757957519,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.006505735319294645,0.015254237288135596,0.015254237288135596,reservoir_ps_verts,2,1253.2482865814402,3.520360355565843,0.0056179775280898875,0.0428489811464483,0.001595852969769876,1,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Donneloye,5913,Yverdon,-0.11426185467457274,-0.11426185467457274,0.27277637420207956,-0.050598273390578166,211,TRUE,0.09004739336492891,0.35545023696682465,0.26540284360189575,24,0.06956521739130435,-0.02048217597362456,0.5584559623933495,NA,0.06212500577696312,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.026540284360189577,0.026540284360189577,reservoir_ps_verts,19,1253.2482865814402,3.520360355565843,0.05337078651685393,0.07455136056233028,0.015160603212813822,6,0,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Démoret,5912,Yverdon,-1.8133136605265152,-1.8133136605265152,-0.6428445701075262,0.259683596825491,57,TRUE,0.10526315789473684,0.24561403508771928,0.14035087719298245,1,0.011627906976744186,-0.09363525091799266,0.6339877728978339,NA,0.10132698045993302,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.014035087719298246,0.014035087719298246,reservoir_ps_verts,6,1253.2482865814402,3.520360355565843,0.016853932584269662,0.03942440370589395,0.004787558909309628,2,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Ependes VD,5914,Yverdon,-2.4958124926353156,-2.4958124926353156,-0.48840767140706454,0.7420152393202898,100,TRUE,0.05,0.38,0.33,6,0.0425531914893617,-0.007446808510638302,0.5391028170891815,NA,0.05569893808072382,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.033,0.033,reservoir_ps_verts,5,1253.2482865814402,3.520360355565843,0.014044943820224719,0.09269662921348315,0.00398963242442469,2,0,report_gauche,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Fiez,5556,Yverdon,3.5355954155957052,3.5355954155957052,0.8977385843967425,0.19054586844930663,122,TRUE,0.08196721311475409,0.47540983606557374,0.39344262295081966,14,0.08536585365853659,0.0033986405437824996,0.5255524472293994,NA,0.0025182957222121966,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.0033986405437824996,0.03934426229508197,0.03934426229508197,reservoir_ps_verts,10,1253.2482865814402,3.520360355565843,0.028089887640449437,0.11051759071652238,0.00797926484884938,3,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Fontaines-sur-Grandson,5557,Yverdon,-1.065504004581747,-1.065504004581747,-0.8878973456679988,-0.9213450915616078,47,TRUE,0.0425531914893617,0.44680851063829785,0.40425531914893614,2,0.02197802197802198,-0.02057516951133972,0.4700233674961434,NA,0.02805987889230138,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.04042553191489362,0.04042553191489362,reservoir_ps_verts,2,1253.2482865814402,3.520360355565843,0.0056179775280898875,0.11355486492947646,0.001595852969769876,1,0,report_gauche,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Giez,5559,Yverdon,-0.01195280478231082,-0.01195280478231082,0.7378251194353638,0.1888486967709515,109,TRUE,0.05504587155963303,0.44954128440366975,0.3944954128440367,6,0.030456852791878174,-0.024589018767754857,0.5318848906464136,NA,0.025679145215877726,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.03944954128440367,0.03944954128440367,reservoir_ps_verts,6,1253.2482865814402,3.520360355565843,0.016853932584269662,0.11081331821461705,0.004787558909309628,2,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Grandevent,5560,Yverdon,2.680940403647835,2.680940403647835,0.013805557803433451,-0.08295524310476111,61,TRUE,0.01639344262295082,0.39344262295081966,0.3770491803278688,9,0.09,0.07360655737704917,0.626735767693951,NA,-0.05098995996043218,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0.05098995996043218,0.07360655737704917,0.03770491803278689,0.07360655737704917,raboud_2026,4.489999999999999,1253.2482865814402,3.520360355565843,0.012612359550561796,0.2067599926321606,0.003582689917133371,2,0,consolidation,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Grandson,5561,Yverdon,1.5063655852895237,1.5063655852895237,0.20834919560946488,0.19478797621332147,733,TRUE,0.06957708049113233,0.40791268758526605,0.33833560709413374,68,0.061316501352569885,-0.008260579138562443,0.48923543073264886,NA,0.01877563164024757,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.033833560709413374,0.033833560709413374,reservoir_ps_verts,51,1253.2482865814402,3.520360355565843,0.14325842696629212,0.09503809188037464,0.04069425072913184,15,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Juriens,5754,Yverdon,-1.394402680877884,-1.394402680877884,-0.3439661623231897,0.8180100822539264,90,TRUE,0.044444444444444446,0.35555555555555557,0.3111111111111111,6,0.03773584905660377,-0.006708595387840674,0.5735503008021391,NA,0.03459432915400197,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.031111111111111114,0.031111111111111114,reservoir_ps_verts,4,1253.2482865814402,3.520360355565843,0.011235955056179775,0.08739076154806492,0.003191705939539752,2,0,report_gauche,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
L'Abbaye,5871,La Vallée,0.46309514323259315,0.46309514323259315,-0.11441614987320482,-0.024614492037147617,396,FALSE,0,0.3434343434343434,0.3434343434343434,28,0.04658901830282862,0.04658901830282862,0.5407161030906313,NA,NA,0.001851851851851852,0.32786885245901637,83,540,conquete_longue,NA,0.04658901830282862,0.03434343434343434,0.04658901830282862,raboud_2026,18.449251247920134,95.46347811238225,0.1767842187266338,0.03416528008874099,0.086275959820053,0.19325978492215803,105,17,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
L'Abergement,5741,Yverdon,1.3950728605887126,1.3950728605887126,-1.1711725749069624,-0.421724286054736,88,TRUE,0.09090909090909091,0.3977272727272727,0.30681818181818177,4,0.027777777777777776,-0.06313131313131314,0.7078910936778956,NA,0.04167880703033784,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.030681818181818178,0.030681818181818178,reservoir_ps_verts,8,1253.2482865814402,3.520360355565843,0.02247191011235955,0.08618488253319713,0.006383411879079504,3,0,consolidation,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
La Praz,5758,Yverdon,2.8873793900601465,2.8873793900601465,-0.023933133822966142,0.14230140379102268,50,TRUE,0.14,0.44,0.3,13,0.1368421052631579,-0.0031578947368421095,0.6300018485705139,NA,0.06970221370280873,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.03,0.03,reservoir_ps_verts,7.000000000000001,1253.2482865814402,3.520360355565843,0.01966292134831461,0.08426966292134831,0.005585485394194567,2,0,consolidation,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Le Chenit,5872,La Vallée,1.2261629625639456,1.2261629625639456,-0.38492013981958234,0.03456185150189762,971,FALSE,0,0.46138002059732236,0.46138002059732236,79,0.05512909979064899,0.05512909979064899,0.5525396795304752,NA,NA,0.001851851851851852,0.32786885245901637,83,540,conquete_longue,NA,0.05512909979064899,0.04613800205973224,0.05512909979064899,raboud_2026,53.530355896720174,95.46347811238225,0.1767842187266338,0.09913028869762995,0.10209092553823887,0.5607417302950428,303,47,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Le Lieu,5873,La Vallée,2.3324071914158737,2.3324071914158737,-0.6427324322856599,-0.6956511772199525,280,FALSE,0,0.43214285714285716,0.43214285714285716,26,0.08387096774193549,0.08387096774193549,0.5687318367784354,NA,NA,0.001851851851851852,0.32786885245901637,83,540,conquete_longue,NA,0.08387096774193549,0.04321428571428572,0.08387096774193549,raboud_2026,23.483870967741936,95.46347811238225,0.1767842187266338,0.043488649940262844,0.15531660692951016,0.24599848478279907,133,21,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Les Clées,5750,Yverdon,4.142015187655807,4.142015187655807,1.3776697779011822,-0.5314295332687367,60,TRUE,0.13333333333333333,0.38333333333333336,0.25,6,0.07142857142857142,-0.06190476190476191,0.5291711963555418,NA,0.045323339672506235,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.025,0.025,reservoir_ps_verts,8,1253.2482865814402,3.520360355565843,0.02247191011235955,0.0702247191011236,0.006383411879079504,3,0,consolidation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Lignerolle,5755,Yverdon,-1.6744405496026238,-1.6744405496026238,-0.46022257361982427,-0.5350834243904506,123,TRUE,0.04878048780487805,0.2845528455284553,0.23577235772357724,2,0.012903225806451613,-0.03587726199842644,0.5522977619593413,NA,0.04288378179068017,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.023577235772357725,0.023577235772357725,reservoir_ps_verts,6,1253.2482865814402,3.520360355565843,0.016853932584269662,0.06622819037179135,0.004787558909309628,2,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Mathod,5919,Yverdon,0.7105557595567936,0.7105557595567936,-0.9964045305702613,-0.6367533296964868,142,TRUE,0.11267605633802817,0.38028169014084506,0.2676056338028169,22,0.09523809523809523,-0.01743796109993294,0.5274807829013917,NA,0.07310938070372883,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02676056338028169,0.02676056338028169,reservoir_ps_verts,16,1253.2482865814402,3.520360355565843,0.0449438202247191,0.07517012185472385,0.012766823758159008,5,0,consolidation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Mauborget,5562,Yverdon,-1.6024593540309064,-1.6024593540309064,-1.658195210920162,-1.9819769773979934,49,TRUE,0.08163265306122448,0.42857142857142855,0.3469387755102041,3,0.0410958904109589,-0.04053676265026558,0.6613558263042799,NA,0.07471975903079756,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.03469387755102041,0.03469387755102041,reservoir_ps_verts,3.9999999999999996,1253.2482865814402,3.520360355565843,0.011235955056179773,0.09745471222196743,0.0031917059395397515,2,0,report_gauche,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
