Communes,code_ofs,district_electoral,dim1,dim1_acp,dim2_acp,dim3_acp,effectif,liste_eag_2022,part_eag_2022,part_gauche_2022,part_ps_verts,raboud_voix,part_raboud_2026,tendance_raboud,particip_moy,part_eag_cc,ecart,levier,part_manquante,voix_quorum,voix_siege,statut_district,marge_ecart,marge_raboud,marge_reservoir,marge_progression,source_marge,potentiel_commune,potentiel_district,score_district,score_priorite,score_marge,part_score_district,voix_a_trouver,voix_quorum_commune,profil,cluster,type_electorat,message_cle
Villars-Epeney,5935,Yverdon,-1.660821156935351,-1.660821156935351,1.249978243212237,-1.3154414396819472,23,TRUE,0.043478260869565216,0.30434782608695654,0.26086956521739135,3,0.06818181818181818,0.02470355731225296,0.5821514376501589,NA,0.0373892843115555,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0.02470355731225296,0.026086956521739136,0.026086956521739136,reservoir_ps_verts,1,1253.2482865814402,3.520360355565843,0.0028089887640449437,0.0732779677576942,7.97926484884938e-4,1,0,implantation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Vugelles-La Mothe,5937,Yverdon,-1.8003226153065564,-1.8003226153065564,-1.0227808662386653,-1.190059533562858,38,TRUE,0.05263157894736842,0.2631578947368421,0.21052631578947367,1,0.02127659574468085,-0.031354983202687564,0.5250797448165869,NA,0.048512001606992615,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.021052631578947368,0.021052631578947368,reservoir_ps_verts,2,1253.2482865814402,3.520360355565843,0.0056179775280898875,0.05913660555884091,0.001595852969769876,1,0,implantation,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Vuiteboeuf,5766,Yverdon,0.3524705032295023,0.3524705032295023,-1.0335109703211507,0.8893785681683911,115,TRUE,0.06956521739130435,0.3130434782608696,0.24347826086956526,13,0.0593607305936073,-0.010204486797697046,0.4771293853311082,NA,0.03505377796665578,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.02434782608695653,0.02434782608695653,reservoir_ps_verts,8,1253.2482865814402,3.520360355565843,0.02247191011235955,0.06839276990718125,0.006383411879079504,3,0,consolidation,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Yverdon-les-Bains,5938,Yverdon,3.775520017692616,3.775520017692616,-0.5170833679388349,0.20206705812778597,4321,TRUE,0.09442258736403611,0.5223327933348761,0.42791020597084006,568,0.08463716286693489,-0.009785424497101222,0.434390875764796,0.08,0.011586556107756177,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.042791020597084006,0.042791020597084006,reservoir_ps_verts,408,1253.2482865814402,3.520360355565843,1.146067415730337,0.12019949605922474,0.3255540058330547,116,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Yvonand,5939,Yverdon,1.6565406899255617,1.6565406899255617,-0.7121853440776635,0.19786726865302007,768,TRUE,0.07942708333333333,0.47265625,0.3932291666666667,73,0.060082304526748974,-0.019344778806584355,0.48779836043743446,NA,0.026505551029332844,0.0028089887640449437,0.021605874855859682,0,356,consolidation,0,0,0.03932291666666667,0.03932291666666667,reservoir_ps_verts,61,1253.2482865814402,3.520360355565843,0.17134831460674158,0.11045763108614233,0.04867351557798122,18,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Cheseaux-sur-Lausanne,5582,Romanel,1.5902293490890032,1.5902293490890032,-0.15492800910232077,0.28022699156676223,812,TRUE,0.012315270935960592,0.4002463054187192,0.3879310344827586,90,0.06241331484049931,0.05009804390453872,0.5121978085210612,NA,-0.03967011701307356,0.001519756838905775,0.12117863720073664,180,658,conquete_longue,0.03967011701307356,0.05009804390453872,0.03879310344827586,0.05009804390453872,raboud_2026,40.67961165048544,231.59783402344598,0.3519723921328966,0.06182311800985629,0.0761368448397245,0.17564763427954688,116,32,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Epalinges,5584,Romanel,2.1277037495467352,2.1277037495467352,0.8343880344923083,0.5648765545067104,2033,TRUE,0.013280865715691098,0.4102311854402361,0.39695031972454503,157,0.05240320427236315,0.03912233855667205,0.5715720454439601,NA,-0.04629226845563059,0.001519756838905775,0.12117863720073664,180,658,conquete_longue,0.04629226845563059,0.03912233855667205,0.039695031972454504,0.04629226845563059,conversion_2022,94.112181770297,231.59783402344598,0.3519723921328966,0.1430276318697523,0.07035299157390668,0.40636037105929707,268,74,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Jouxtens-Mézery,5585,Romanel,0.21930389725662486,0.21930389725662486,1.447409955307582,0.18827791637768926,382,TRUE,0.01832460732984293,0.306282722513089,0.2879581151832461,23,0.03571428571428571,0.017389678384442782,0.6683595484481288,NA,-0.014306864582780826,0.001519756838905775,0.12117863720073664,180,658,conquete_longue,0.014306864582780826,0.017389678384442782,0.02879581151832461,0.02879581151832461,reservoir_ps_verts,11.000000000000002,231.59783402344598,0.3519723921328966,0.016717325227963528,0.043762631486815515,0.04749612640542402,32,9,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Lausanne,5586,Lausanne-Ville,7.643748974969288,7.643748974969288,-0.05412068505268585,-0.46642534858230245,18616,TRUE,0.1240868070477009,0.6147937258272453,0.4907069187795444,5001,0.1542043106903888,0.030117503642687907,0.46666712242980857,0.19,-0.013358596548029747,0.0038022813688212928,0.014127632144391921,0,263,consolidation,0.013358596548029747,0.030117503642687907,0.049070691877954445,0.049070691877954445,reservoir_ps_verts,2310,2310,8.783269961977187,8.783269961977187,0.18658057748271653,1,263,0,consolidation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Le Mont-sur-Lausanne,5587,Romanel,1.24420950192838,1.24420950192838,0.5608944409926665,0.2920888007681205,1559,TRUE,0.023091725465041693,0.3636946760744067,0.340602950609365,168,0.060193479039770695,0.037101753574729,0.5165911258989968,NA,-0.02400875859667513,0.001519756838905775,0.12117863720073664,180,658,conquete_longue,0.02400875859667513,0.037101753574729,0.0340602950609365,0.037101753574729,raboud_2026,57.84163382300251,231.59783402344598,0.3519723921328966,0.08790521857599165,0.05638564373059119,0.2497503228685069,165,45,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Romanel-sur-Lausanne,5592,Romanel,1.4139420631242305,1.4139420631242305,-0.8515425304453512,0.507837633187009,646,TRUE,0.018575851393188854,0.37770897832817335,0.3591331269349845,73,0.06186440677966102,0.043288555386472166,0.4933832513368591,NA,-0.030920816745232255,0.001519756838905775,0.12117863720073664,180,658,conquete_longue,0.030920816745232255,0.043288555386472166,0.03591331269349845,0.043288555386472166,raboud_2026,27.96440677966102,231.59783402344598,0.3519723921328966,0.042499098449332855,0.0657880780949425,0.12074554538722508,80,22,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Belmont-sur-Lausanne,5581,Lavaux-Oron,0.6035288296952113,0.6035288296952113,1.3131217891309945,0.7837339889606829,754,TRUE,0.002652519893899204,0.35809018567639256,0.35543766578249336,61,0.047031611410948346,0.04437909151704914,0.5778055347536499,NA,-0.03540321274097795,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.03540321274097795,0.04437909151704914,0.035543766578249335,0.04437909151704914,raboud_2026,33.46183500385505,769.4979119277967,1.057002626274446,0.04596405907122947,0.06096029054539717,0.04348528369625365,32,29,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bourg-en-Lavaux,5613,Lavaux-Oron,1.790688236334649,1.790688236334649,1.375943754906003,0.1410676181399539,1419,TRUE,0.0021141649048625794,0.3770260747004933,0.3749119097956307,99,0.04342105263157895,0.04130688772671637,0.5978875369060419,NA,-0.052701183249023655,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.052701183249023655,0.04130688772671637,0.03749119097956307,0.052701183249023655,conversion_2022,74.78297903036457,769.4979119277967,1.057002626274446,0.10272387229445684,0.07239173523217536,0.09718412210244123,71,63,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chexbres,5601,Lavaux-Oron,1.806049813940045,1.806049813940045,0.7133026136444304,-0.2870381755136969,506,TRUE,0.003952569169960474,0.3814229249011858,0.37747035573122534,64,0.08613728129205922,0.08218471212209874,0.5233204554470356,NA,-0.051079644665983276,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.051079644665983276,0.08218471212209874,0.037747035573122534,0.08218471212209874,raboud_2026,41.585464333781964,769.4979119277967,1.057002626274446,0.05712289056838182,0.11289108807980597,0.05404233551407479,40,35,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Forel (Lavaux),5604,Lavaux-Oron,-1.135796974054282,-1.135796974054282,-0.3742091375599938,0.40612265901857625,468,TRUE,0.004273504273504274,0.2777777777777778,0.27350427350427353,42,0.05398457583547558,0.049711071561971305,0.5762616452540075,NA,-0.009227453686545676,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.009227453686545676,0.049711071561971305,0.027350427350427354,0.049711071561971305,raboud_2026,23.26478149100257,769.4979119277967,1.057002626274446,0.03195711743269584,0.06828443895875179,0.030233716206868072,23,20,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Jorat-Mézières,5806,Lavaux-Oron,0.48200540711282697,0.48200540711282697,-0.004508153020052965,0.24874130896520125,606,TRUE,0.0033003300330033004,0.37293729372937295,0.36963696369636967,65,0.05736981465136805,0.05406948461836475,0.543210385091142,NA,-0.03303980667798677,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.03303980667798677,0.05406948461836475,0.03696369636963697,0.05406948461836475,raboud_2026,32.766107678729036,769.4979119277967,1.057002626274446,0.045008389668583844,0.07427127008017137,0.042581152165366155,31,28,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Lutry,5606,Lavaux-Oron,-0.3803795146075127,-0.3803795146075127,1.572037838143266,0.42265001196878493,2440,TRUE,0.003278688524590164,0.3040983606557377,0.3008196721311475,161,0.0440251572327044,0.040746468708114235,0.5698395236943864,NA,-0.02088680707536556,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.02088680707536556,0.040746468708114235,0.030081967213114753,0.040746468708114235,raboud_2026,99.42138364779873,769.4979119277967,1.057002626274446,0.13656783468104222,0.05597042404960747,0.12920292843774164,95,84,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Maracon,5790,Lavaux-Oron,1.6271950498202044,1.6271950498202044,-0.3199241962002922,0.01793602181069466,140,TRUE,0.007142857142857143,0.42142857142857143,0.4142857142857143,29,0.11372549019607843,0.10658263305322128,0.6019522144522145,NA,-0.045364390741903265,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.045364390741903265,0.10658263305322128,0.04142857142857143,0.10658263305322128,raboud_2026,14.92156862745098,769.4979119277967,1.057002626274446,0.02049666020254256,0.14640471573244682,0.019391304896550644,15,13,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Montpreveyres,5792,Lavaux-Oron,1.59011241769742,1.59011241769742,-1.326663530882479,0.1525878275463503,115,TRUE,0.008695652173913044,0.5217391304347826,0.5130434782608696,13,0.05555555555555555,0.04685990338164251,0.5421209180469555,NA,-0.04328808500677941,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.04328808500677941,0.04685990338164251,0.05130434782608696,0.05130434782608696,reservoir_ps_verts,5.9,769.4979119277967,1.057002626274446,0.008104395604395605,0.07047300525561397,0.0076673372449041904,6,5,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Oron,5805,Lavaux-Oron,1.5091333497073334,1.5091333497073334,-1.0352220070953604,-0.33980460269623647,1169,TRUE,0.001710863986313088,0.40804106073567153,0.40633019674935844,142,0.07263427109974424,0.07092340711343115,0.5183668456013149,NA,-0.049129658528336,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.049129658528336,0.07092340711343115,0.04063301967493585,0.07092340711343115,raboud_2026,82.90946291560101,769.4979119277967,1.057002626274446,0.11388662488406734,0.09742226251844939,0.10774488355386277,79,70,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Paudex,5588,Lavaux-Oron,0.8151033373724714,0.8151033373724714,0.27452205212568687,0.637959307251732,294,TRUE,0.003401360544217687,0.29591836734693877,0.2925170068027211,28,0.07253886010362694,0.06913749955940925,0.5360168089912973,NA,-0.037641256061306784,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.037641256061306784,0.06913749955940925,0.029251700680272108,0.06913749955940925,raboud_2026,20.32642487046632,769.4979119277967,1.057002626274446,0.027920913283607584,0.09496909280138634,0.026415178722893767,20,18,mobilisation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Puidoux,5607,Lavaux-Oron,-0.04086059593576136,-0.04086059593576136,0.2561000570519163,0.475730370350838,552,TRUE,0.0018115942028985507,0.32065217391304346,0.3188405797101449,52,0.058823529411764705,0.05701193520886615,0.5299792625617665,NA,-0.027147029014582328,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.027147029014582328,0.05701193520886615,0.03188405797101449,0.05701193520886615,raboud_2026,31.470588235294116,769.4979119277967,1.057002626274446,0.043228829993535875,0.07831309781437659,0.04089756157551088,30,27,mobilisation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Pully,5590,Lavaux-Oron,1.8035301499160132,1.8035301499160132,1.2656333873299224,0.15443979538446584,3788,TRUE,0.0021119324181626186,0.3719640971488912,0.3698521647307286,340,0.05632869449966865,0.05421676208150603,0.5760614400905401,NA,-0.05288471028887993,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.05288471028887993,0.05421676208150603,0.03698521647307287,0.05421676208150603,raboud_2026,205.37309476474485,769.4979119277967,1.057002626274446,0.28210589940212205,0.07447357428778302,0.266892335354401,195,173,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Rivaz,5609,Lavaux-Oron,1.5788402239324624,1.5788402239324624,0.24518578003495195,-0.8055239123696541,107,TRUE,0.009345794392523364,0.32710280373831774,0.3177570093457944,15,0.09146341463414634,0.08211762024162297,0.6349513655069211,NA,-0.04247880861250582,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.04247880861250582,0.08211762024162297,0.03177570093457944,0.08211762024162297,raboud_2026,8.786585365853659,769.4979119277967,1.057002626274446,0.012069485392656126,0.11279892890332827,0.011418595462905062,9,8,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Saint-Saphorin (Lavaux),5610,Lavaux-Oron,3.5811005185861715,3.5811005185861715,0.3589627653446126,1.0863280152121497,105,TRUE,0.009523809523809525,0.42857142857142855,0.419047619047619,30,0.1595744680851064,0.15005065856129687,0.6157468320459791,NA,-0.07056752204328035,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.07056752204328035,0.15005065856129687,0.0419047619047619,0.15005065856129687,raboud_2026,15.755319148936172,769.4979119277967,1.057002626274446,0.02164192190787936,0.20611354197980342,0.020474804290845847,15,14,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Savigny,5611,Lavaux-Oron,0.8323536459695636,0.8323536459695636,0.37555401881683625,0.3266844910650303,828,TRUE,0.0024154589371980675,0.3502415458937198,0.34782608695652173,89,0.0703001579778831,0.06788469904068503,0.5822194603661175,NA,-0.03887068733928266,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.03887068733928266,0.06788469904068503,0.034782608695652174,0.06788469904068503,raboud_2026,56.208530805687204,769.4979119277967,1.057002626274446,0.07720952033748243,0.09324821296797396,0.07304572232674407,54,48,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Servion,5799,Lavaux-Oron,1.0263641762765816,1.0263641762765816,0.09925411813137233,0.29144721211068647,409,TRUE,0.0024449877750611247,0.43765281173594134,0.4352078239608802,42,0.05761316872427984,0.055168180949218715,0.5521267118584584,NA,-0.04158008461058384,0.0013736263736263737,0.053138686131386864,647,728,offensive,0.04158008461058384,0.055168180949218715,0.043520782396088024,0.055168180949218715,raboud_2026,22.563786008230455,769.4979119277967,1.057002626274446,0.03099421154976711,0.0757804683368389,0.02932273844863617,22,19,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Aclens,5621,Morges,-0.2621534605703222,-0.2621534605703222,0.30432185049804344,-1.0309546967415217,117,FALSE,0,0.3504273504273504,0.3504273504273504,16,0.0855614973262032,0.0855614973262032,0.5300635332462013,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.0855614973262032,0.03504273504273504,0.0855614973262032,raboud_2026,10.010695187165775,1100.763106980972,1.2354243624926735,0.011235348133743855,0.09602861652772528,0.009094322950758942,9,8,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Allaman,5851,Morges,0.520460648221126,0.520460648221126,1.2979597848258557,0.17465248581924303,98,FALSE,0,0.29591836734693877,0.29591836734693877,13,0.08843537414965986,0.08843537414965986,0.5427777355141372,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.08843537414965986,0.02959183673469388,0.08843537414965986,raboud_2026,8.666666666666666,1100.763106980972,1.2354243624926735,0.009726898615787506,0.09925406750803578,0.007873325887925565,8,7,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Aubonne,5422,Morges,0.6104326443511122,0.6104326443511122,0.8996570237905965,-0.5636861822080762,719,FALSE,0,0.3908205841446453,0.3908205841446453,78,0.06571187868576242,0.06571187868576242,0.527258824428703,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.06571187868576242,0.039082058414464535,0.06571187868576242,raboud_2026,47.24684077506318,1100.763106980972,1.2354243624926735,0.05302675732330323,0.07375070559569297,0.042921897068884864,39,37,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Ballens,5423,Morges,-0.06030394210349389,-0.06030394210349389,-1.2502353050680373,0.968580941336066,148,FALSE,0,0.2702702702702703,0.2702702702702703,13,0.053061224489795916,0.053061224489795916,0.582531278258745,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.053061224489795916,0.02702702702702703,0.053061224489795916,raboud_2026,7.853061224489796,1100.763106980972,1.2354243624926735,0.008813761194713577,0.05955244050482146,0.007134197335181534,7,7,persuasion,3,4. Centre,"Commune disputée, réservoir réel — thèmes sociaux concrets, pas d'étiquette"
Berolle,5424,Morges,0.9972814785847596,0.9972814785847596,-0.18998960523931346,-0.3921465279680124,73,FALSE,0,0.3013698630136986,0.3013698630136986,8,0.06557377049180328,0.06557377049180328,0.5800474898236092,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.06557377049180328,0.030136986301369864,0.06557377049180328,raboud_2026,4.786885245901639,1100.763106980972,1.2354243624926735,0.005372486246803187,0.07359570201100257,0.004348697022586883,4,4,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Bière,5425,Morges,-1.8519275208486652,-1.8519275208486652,-1.9406356975520975,-0.45377127720755284,298,FALSE,0,0.3221476510067114,0.3221476510067114,28,0.06451612903225806,0.06451612903225806,0.48700394196824115,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.06451612903225806,0.03221476510067114,0.06451612903225806,raboud_2026,19.225806451612904,1100.763106980972,1.2354243624926735,0.021577785018645237,0.0724086745592122,0.01746588919058426,16,15,persuasion,1,5. Droite,"Terrain difficile — présence, visibilité, et d'abord déposer une liste"
Bougy-Villars,5426,Morges,-1.6310895739296043,-1.6310895739296043,0.6971021235829151,-0.07879021447318779,98,FALSE,0,0.23469387755102042,0.23469387755102042,9,0.05357142857142857,0.05357142857142857,0.584749775807898,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.05357142857142857,0.023469387755102045,0.05357142857142857,raboud_2026,5.25,1100.763106980972,1.2354243624926735,0.005892255892255893,0.06012506012506013,0.004769418566724141,5,5,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Bremblens,5622,Morges,-1.0960311124107525,-1.0960311124107525,0.7131119256428269,0.35238266296090676,140,FALSE,0,0.25,0.25,12,0.05454545454545454,0.05454545454545454,0.5905877589352725,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.05454545454545454,0.025,0.05454545454545454,raboud_2026,7.636363636363636,1100.763106980972,1.2354243624926735,0.008570554025099479,0.061218243036424855,0.006937336097053296,7,6,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Buchillon,5623,Morges,-1.1821525849303811,-1.1821525849303811,1.3103102471106964,0.39300580709050326,172,FALSE,0,0.2441860465116279,0.2441860465116279,20,0.078125,0.078125,0.6200974397314466,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.078125,0.02441860465116279,0.078125,raboud_2026,13.4375,1100.763106980972,1.2354243624926735,0.015081369248035915,0.08768237934904602,0.012207440379115362,11,11,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chavannes-le-Veyron,5475,Morges,0.18659504684571382,0.18659504684571382,0.14538957989876147,1.250198227376791,56,FALSE,0,0.2857142857142857,0.2857142857142857,6,0.06976744186046512,0.06976744186046512,0.686868686868687,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.06976744186046512,0.02857142857142857,0.06976744186046512,raboud_2026,3.9069767441860463,1100.763106980972,1.2354243624926735,0.0043849346174927575,0.07830240388379925,0.0035493347473295935,4,4,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chevilly,5476,Morges,-0.5611770666143185,-0.5611770666143185,0.6595529996228315,-0.9333920409385045,82,FALSE,0,0.36585365853658536,0.36585365853658536,8,0.05228758169934641,0.05228758169934641,0.577827592244893,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.05228758169934641,0.036585365853658534,0.05228758169934641,raboud_2026,4.287581699346405,1100.763106980972,1.2354243624926735,0.004812100672667121,0.058684154544721,0.0038950993834684553,4,4,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Chigny,5628,Morges,0.9513258953986626,0.9513258953986626,2.046853418989743,0.639710925120791,86,FALSE,0,0.313953488372093,0.313953488372093,9,0.05521472392638037,0.05521472392638037,0.5844659547643526,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.05521472392638037,0.031395348837209305,0.05521472392638037,raboud_2026,4.748466257668712,1100.763106980972,1.2354243624926735,0.005329367292557477,0.061969387122761364,0.004313794882435858,4,4,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Clarmont,5629,Morges,-0.4705036881511813,-0.4705036881511813,1.9770646763604287,-2.4154660016426983,46,FALSE,0,0.41304347826086957,0.41304347826086957,2,0.02564102564102564,0.02564102564102564,0.5116234145011124,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.02564102564102564,0.04130434782608696,0.04130434782608696,reservoir_ps_verts,1.9000000000000001,1100.763106980972,1.2354243624926735,0.0021324354657687996,0.046357292734104334,0.0017260752908144512,2,2,report_gauche,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Cossonay,5477,Morges,1.6303121777586809,1.6303121777586809,0.17823861511618674,0.47974102972153965,829,FALSE,0,0.4825090470446321,0.4825090470446321,104,0.07036535859269283,0.07036535859269283,0.5250406032461377,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.07036535859269283,0.048250904704463214,0.07036535859269283,raboud_2026,58.332882273342356,1100.763106980972,1.2354243624926735,0.06546900367378491,0.07897346643399869,0.052993129860002396,48,45,mobilisation,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Cuarnens,5479,Morges,-1.1732043369477028,-1.1732043369477028,0.8238429766276875,0.442840943493092,121,FALSE,0,0.2975206611570248,0.2975206611570248,15,0.06302521008403361,0.06302521008403361,0.5510473588342442,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.06302521008403361,0.029752066115702483,0.06302521008403361,raboud_2026,7.626050420168067,1100.763106980972,1.2354243624926735,0.008558979147214442,0.07073536485301192,0.006927966945661717,7,6,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Denens,5631,Morges,0.15611757004045113,0.15611757004045113,2.4808241037921053,-0.3603150606629426,200,FALSE,0,0.3,0.3,22,0.07407407407407407,0.07407407407407407,0.6142781319802726,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.07407407407407407,0.03,0.07407407407407407,raboud_2026,14.814814814814813,1100.763106980972,1.2354243624926735,0.01662717712100428,0.08313588560502141,0.013458676731496694,12,12,persuasion,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
Denges,5632,Morges,3.2734766249154545,3.2734766249154545,0.7621918200447173,0.02270447149241143,318,FALSE,0,0.449685534591195,0.449685534591195,42,0.08731808731808732,0.08731808731808732,0.5445753190151076,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.08731808731808732,0.0449685534591195,0.08731808731808732,raboud_2026,27.76715176715177,1100.763106980972,1.2354243624926735,0.03116403116403117,0.09800009800009801,0.02522536555872394,23,22,persuasion,5,2. Gauche marquée abstentionniste,Électorat acquis qui ne se déplace pas — priorité absolue au « faire voter »
Dizy,5481,Morges,3.184255247418684,3.184255247418684,-0.5062831643774499,-0.6057841870322634,65,FALSE,0,0.5076923076923077,0.5076923076923077,5,0.04716981132075472,0.04716981132075472,0.5691345914280456,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.04716981132075472,0.05076923076923077,0.05076923076923077,reservoir_ps_verts,3.3,1100.763106980972,1.2354243624926735,0.003703703703703704,0.05698005698005698,0.0029979202419408886,3,3,persuasion,4,1. Gauche marquée mobilisé,Gauche implantée où EàG a déjà fait ses preuves — incarner et consolider
Echandens,5633,Morges,0.30291540482481477,0.30291540482481477,0.7022878135751873,0.6744180985530217,585,FALSE,0,0.3162393162393162,0.3162393162393162,56,0.06313416009019165,0.06313416009019165,0.5247762568925013,NA,NA,0.001122334455667789,0.05264401772525849,847,891,offensive,NA,0.06313416009019165,0.03162393162393162,0.06313416009019165,raboud_2026,36.93348365276212,1100.763106980972,1.2354243624926735,0.04145172127133796,0.0708576431988683,0.03355261765091166,30,29,mobilisation,2,3. Centre mobilisé,Commune disputée où EàG perce déjà — porte-à-porte et présence publique
