votation,date,positionnement_politique_oui,district,Communes,code_ofs,Electeurs_inscrits,Bulletins_rentres,Blancs,Nuls,Valables,OUI,OUI_perc,NON,NON_perc,particip_perc
gc_2022_centre,20.03.22,centre,Morges,Grancy,5485,,118,0,0,118,13,11.016949152542372,105,88.98305084745762,
gc_2022_verts,20.03.22,centre-gauche,Morges,Grancy,5485,,118,0,0,118,23,19.491525423728813,95,80.50847457627118,
gc_2022_PS,20.03.22,centre-gauche,Morges,L'Isle,5486,,227,0,0,227,43,18.94273127753304,184,81.05726872246696,
gc_2022_Gauche,20.03.22,gauche,Morges,L'Isle,5486,,227,0,0,227,0,0,227,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,L'Isle,5486,,227,0,0,227,57,25.11013215859031,170,74.8898678414097,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,L'Isle,5486,,227,0,0,227,78,34.36123348017621,149,65.63876651982379,
gc_2022_centre,20.03.22,centre,Morges,L'Isle,5486,,227,0,0,227,17,7.488986784140969,210,92.51101321585902,
gc_2022_verts,20.03.22,centre-gauche,Morges,L'Isle,5486,,227,0,0,227,32,14.096916299559473,195,85.90308370044053,
gc_2022_PS,20.03.22,centre-gauche,Morges,Mauraz,5488,,20,0,0,20,6,30,14,70,
gc_2022_Gauche,20.03.22,gauche,Morges,Mauraz,5488,,20,0,0,20,0,0,20,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Mauraz,5488,,20,0,0,20,3,15,17,85,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Mauraz,5488,,20,0,0,20,3,15,17,85,
gc_2022_centre,20.03.22,centre,Morges,Mauraz,5488,,20,0,0,20,3,15,17,85,
gc_2022_verts,20.03.22,centre-gauche,Morges,Mauraz,5488,,20,0,0,20,5,25,15,75,
gc_2022_PS,20.03.22,centre-gauche,Morges,Moiry VD,5490,,104,0,0,104,22,21.153846153846153,82,78.84615384615384,
gc_2022_Gauche,20.03.22,gauche,Morges,Moiry VD,5490,,104,0,0,104,0,0,104,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Moiry VD,5490,,104,0,0,104,27,25.961538461538463,77,74.03846153846155,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Moiry VD,5490,,104,0,0,104,20,19.230769230769234,84,80.76923076923077,
gc_2022_centre,20.03.22,centre,Morges,Moiry VD,5490,,104,0,0,104,6,5.769230769230769,98,94.23076923076923,
gc_2022_verts,20.03.22,centre-gauche,Morges,Moiry VD,5490,,104,0,0,104,29,27.884615384615387,75,72.11538461538461,
gc_2022_PS,20.03.22,centre-gauche,Morges,Mont-la-Ville,5491,,113,0,0,113,24,21.238938053097346,89,78.76106194690266,
gc_2022_Gauche,20.03.22,gauche,Morges,Mont-la-Ville,5491,,113,0,0,113,0,0,113,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Mont-la-Ville,5491,,113,0,0,113,27,23.893805309734514,86,76.10619469026548,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Mont-la-Ville,5491,,113,0,0,113,28,24.778761061946902,85,75.22123893805309,
gc_2022_centre,20.03.22,centre,Morges,Mont-la-Ville,5491,,113,0,0,113,13,11.504424778761061,100,88.49557522123894,
gc_2022_verts,20.03.22,centre-gauche,Morges,Mont-la-Ville,5491,,113,0,0,113,22,19.469026548672566,91,80.53097345132744,
gc_2022_PS,20.03.22,centre-gauche,Morges,Montricher,5492,,249,0,0,249,42,16.867469879518072,207,83.13253012048193,
gc_2022_Gauche,20.03.22,gauche,Morges,Montricher,5492,,249,0,0,249,0,0,249,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Montricher,5492,,249,0,0,249,74,29.71887550200803,175,70.28112449799197,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Montricher,5492,,249,0,0,249,76,30.522088353413658,173,69.47791164658635,
gc_2022_centre,20.03.22,centre,Morges,Montricher,5492,,249,0,0,249,16,6.425702811244979,233,93.57429718875501,
gc_2022_verts,20.03.22,centre-gauche,Morges,Montricher,5492,,249,0,0,249,40,16.06425702811245,209,83.93574297188755,
gc_2022_PS,20.03.22,centre-gauche,Morges,Orny,5493,,98,0,0,98,10,10.204081632653061,88,89.79591836734694,
gc_2022_Gauche,20.03.22,gauche,Morges,Orny,5493,,98,0,0,98,0,0,98,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Orny,5493,,98,0,0,98,28,28.57142857142857,70,71.42857142857143,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Orny,5493,,98,0,0,98,25,25.510204081632654,73,74.48979591836735,
gc_2022_centre,20.03.22,centre,Morges,Orny,5493,,98,0,0,98,12,12.244897959183673,86,87.75510204081633,
gc_2022_verts,20.03.22,centre-gauche,Morges,Orny,5493,,98,0,0,98,23,23.46938775510204,75,76.53061224489795,
gc_2022_PS,20.03.22,centre-gauche,Morges,Pompaples,5497,,148,0,0,148,34,22.972972972972975,114,77.02702702702703,
gc_2022_Gauche,20.03.22,gauche,Morges,Pompaples,5497,,148,0,0,148,0,0,148,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Pompaples,5497,,148,0,0,148,34,22.972972972972975,114,77.02702702702703,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Pompaples,5497,,148,0,0,148,40,27.027027027027028,108,72.97297297297297,
gc_2022_centre,20.03.22,centre,Morges,Pompaples,5497,,148,0,0,148,12,8.108108108108109,136,91.8918918918919,
gc_2022_verts,20.03.22,centre-gauche,Morges,Pompaples,5497,,148,0,0,148,28,18.91891891891892,120,81.08108108108108,
gc_2022_PS,20.03.22,centre-gauche,Morges,La Sarraz,5498,,422,0,0,422,105,24.881516587677723,317,75.11848341232228,
gc_2022_Gauche,20.03.22,gauche,Morges,La Sarraz,5498,,422,0,0,422,0,0,422,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,La Sarraz,5498,,422,0,0,422,64,15.165876777251185,358,84.83412322274881,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,La Sarraz,5498,,422,0,0,422,122,28.90995260663507,300,71.09004739336493,
gc_2022_centre,20.03.22,centre,Morges,La Sarraz,5498,,422,0,0,422,47,11.137440758293838,375,88.86255924170617,
gc_2022_verts,20.03.22,centre-gauche,Morges,La Sarraz,5498,,422,0,0,422,84,19.90521327014218,338,80.09478672985783,
gc_2022_PS,20.03.22,centre-gauche,Morges,Senarclens,5499,,115,0,0,115,14,12.173913043478262,101,87.82608695652175,
gc_2022_Gauche,20.03.22,gauche,Morges,Senarclens,5499,,115,0,0,115,0,0,115,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Senarclens,5499,,115,0,0,115,25,21.73913043478261,90,78.26086956521739,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Senarclens,5499,,115,0,0,115,51,44.34782608695652,64,55.65217391304348,
gc_2022_centre,20.03.22,centre,Morges,Senarclens,5499,,115,0,0,115,16,13.91304347826087,99,86.08695652173914,
gc_2022_verts,20.03.22,centre-gauche,Morges,Senarclens,5499,,115,0,0,115,9,7.82608695652174,106,92.17391304347827,
gc_2022_PS,20.03.22,centre-gauche,Morges,Aclens,5621,,117,0,0,117,28,23.931623931623932,89,76.06837606837607,
gc_2022_Gauche,20.03.22,gauche,Morges,Aclens,5621,,117,0,0,117,0,0,117,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Aclens,5621,,117,0,0,117,26,22.22222222222222,91,77.77777777777779,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Aclens,5621,,117,0,0,117,37,31.62393162393162,80,68.37606837606837,
gc_2022_centre,20.03.22,centre,Morges,Aclens,5621,,117,0,0,117,14,11.965811965811966,103,88.03418803418803,
gc_2022_verts,20.03.22,centre-gauche,Morges,Aclens,5621,,117,0,0,117,13,11.11111111111111,104,88.88888888888889,
gc_2022_PS,20.03.22,centre-gauche,Morges,Bremblens,5622,,140,0,0,140,17,12.142857142857142,123,87.85714285714286,
gc_2022_Gauche,20.03.22,gauche,Morges,Bremblens,5622,,140,0,0,140,0,0,140,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Bremblens,5622,,140,0,0,140,35,25,105,75,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Bremblens,5622,,140,0,0,140,46,32.857142857142854,94,67.14285714285714,
gc_2022_centre,20.03.22,centre,Morges,Bremblens,5622,,140,0,0,140,24,17.142857142857142,116,82.85714285714286,
gc_2022_verts,20.03.22,centre-gauche,Morges,Bremblens,5622,,140,0,0,140,18,12.857142857142856,122,87.14285714285714,
gc_2022_PS,20.03.22,centre-gauche,Morges,Buchillon,5623,,172,0,0,172,18,10.465116279069768,154,89.53488372093024,
gc_2022_Gauche,20.03.22,gauche,Morges,Buchillon,5623,,172,0,0,172,0,0,172,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Buchillon,5623,,172,0,0,172,28,16.27906976744186,144,83.72093023255815,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Buchillon,5623,,172,0,0,172,82,47.674418604651166,90,52.32558139534884,
gc_2022_centre,20.03.22,centre,Morges,Buchillon,5623,,172,0,0,172,19,11.046511627906977,153,88.95348837209302,
gc_2022_verts,20.03.22,centre-gauche,Morges,Buchillon,5623,,172,0,0,172,24,13.953488372093023,148,86.04651162790698,
gc_2022_PS,20.03.22,centre-gauche,Morges,Chigny,5628,,86,0,0,86,12,13.953488372093023,74,86.04651162790698,
gc_2022_Gauche,20.03.22,gauche,Morges,Chigny,5628,,86,0,0,86,0,0,86,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Chigny,5628,,86,0,0,86,7,8.13953488372093,79,91.86046511627907,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Chigny,5628,,86,0,0,86,44,51.162790697674424,42,48.837209302325576,
gc_2022_centre,20.03.22,centre,Morges,Chigny,5628,,86,0,0,86,8,9.30232558139535,78,90.69767441860465,
gc_2022_verts,20.03.22,centre-gauche,Morges,Chigny,5628,,86,0,0,86,15,17.441860465116278,71,82.55813953488372,
gc_2022_PS,20.03.22,centre-gauche,Morges,Clarmont,5629,,46,0,0,46,12,26.08695652173913,34,73.91304347826086,
gc_2022_Gauche,20.03.22,gauche,Morges,Clarmont,5629,,46,0,0,46,0,0,46,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Clarmont,5629,,46,0,0,46,11,23.91304347826087,35,76.08695652173914,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Clarmont,5629,,46,0,0,46,10,21.73913043478261,36,78.26086956521739,
gc_2022_centre,20.03.22,centre,Morges,Clarmont,5629,,46,0,0,46,6,13.043478260869565,40,86.95652173913044,
gc_2022_verts,20.03.22,centre-gauche,Morges,Clarmont,5629,,46,0,0,46,7,15.217391304347828,39,84.78260869565217,
gc_2022_PS,20.03.22,centre-gauche,Morges,Denens,5631,,200,0,0,200,35,17.5,165,82.5,
gc_2022_Gauche,20.03.22,gauche,Morges,Denens,5631,,200,0,0,200,0,0,200,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Denens,5631,,200,0,0,200,35,17.5,165,82.5,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Denens,5631,,200,0,0,200,74,37,126,63,
gc_2022_centre,20.03.22,centre,Morges,Denens,5631,,200,0,0,200,32,16,168,84,
gc_2022_verts,20.03.22,centre-gauche,Morges,Denens,5631,,200,0,0,200,25,12.5,175,87.5,
gc_2022_PS,20.03.22,centre-gauche,Morges,Denges,5632,,318,0,0,318,75,23.58490566037736,243,76.41509433962264,
gc_2022_Gauche,20.03.22,gauche,Morges,Denges,5632,,318,0,0,318,0,0,318,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Denges,5632,,318,0,0,318,34,10.69182389937107,284,89.30817610062893,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Denges,5632,,318,0,0,318,90,28.30188679245283,228,71.69811320754717,
gc_2022_centre,20.03.22,centre,Morges,Denges,5632,,318,0,0,318,52,16.352201257861633,266,83.64779874213836,
gc_2022_verts,20.03.22,centre-gauche,Morges,Denges,5632,,318,0,0,318,68,21.38364779874214,250,78.61635220125787,
gc_2022_PS,20.03.22,centre-gauche,Morges,Echandens,5633,,585,0,0,585,105,17.94871794871795,480,82.05128205128204,
gc_2022_Gauche,20.03.22,gauche,Morges,Echandens,5633,,585,0,0,585,0,0,585,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Echandens,5633,,585,0,0,585,84,14.358974358974358,501,85.64102564102564,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Echandens,5633,,585,0,0,585,207,35.38461538461539,378,64.61538461538461,
gc_2022_centre,20.03.22,centre,Morges,Echandens,5633,,585,0,0,585,109,18.632478632478634,476,81.36752136752136,
gc_2022_verts,20.03.22,centre-gauche,Morges,Echandens,5633,,585,0,0,585,80,13.675213675213676,505,86.32478632478633,
gc_2022_PS,20.03.22,centre-gauche,Morges,Echichens,5634,,716,0,0,716,126,17.59776536312849,590,82.40223463687151,
gc_2022_Gauche,20.03.22,gauche,Morges,Echichens,5634,,716,0,0,716,0,0,716,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Echichens,5634,,716,0,0,716,141,19.692737430167597,575,80.3072625698324,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Echichens,5634,,716,0,0,716,216,30.16759776536313,500,69.83240223463687,
gc_2022_centre,20.03.22,centre,Morges,Echichens,5634,,716,0,0,716,121,16.899441340782122,595,83.10055865921788,
gc_2022_verts,20.03.22,centre-gauche,Morges,Echichens,5634,,716,0,0,716,113,15.782122905027931,603,84.21787709497207,
gc_2022_PS,20.03.22,centre-gauche,Morges,Etoy,5636,,464,0,0,464,105,22.629310344827587,359,77.37068965517241,
gc_2022_Gauche,20.03.22,gauche,Morges,Etoy,5636,,464,0,0,464,0,0,464,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Etoy,5636,,464,0,0,464,50,10.775862068965516,414,89.22413793103449,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Etoy,5636,,464,0,0,464,170,36.637931034482754,294,63.36206896551724,
gc_2022_centre,20.03.22,centre,Morges,Etoy,5636,,464,0,0,464,67,14.439655172413794,397,85.5603448275862,
gc_2022_verts,20.03.22,centre-gauche,Morges,Etoy,5636,,464,0,0,464,71,15.301724137931034,393,84.69827586206897,
gc_2022_PS,20.03.22,centre-gauche,Morges,Lavigny,5637,,196,0,0,196,37,18.877551020408163,159,81.12244897959184,
gc_2022_Gauche,20.03.22,gauche,Morges,Lavigny,5637,,196,0,0,196,0,0,196,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Lavigny,5637,,196,0,0,196,24,12.244897959183673,172,87.75510204081633,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Lavigny,5637,,196,0,0,196,80,40.816326530612244,116,59.183673469387756,
gc_2022_centre,20.03.22,centre,Morges,Lavigny,5637,,196,0,0,196,32,16.3265306122449,164,83.6734693877551,
gc_2022_verts,20.03.22,centre-gauche,Morges,Lavigny,5637,,196,0,0,196,23,11.73469387755102,173,88.26530612244898,
gc_2022_PS,20.03.22,centre-gauche,Morges,Lonay,5638,,553,0,0,553,128,23.146473779385172,425,76.85352622061484,
gc_2022_Gauche,20.03.22,gauche,Morges,Lonay,5638,,553,0,0,553,0,0,553,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Lonay,5638,,553,0,0,553,63,11.39240506329114,490,88.60759493670885,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Lonay,5638,,553,0,0,553,189,34.177215189873415,364,65.82278481012658,
gc_2022_centre,20.03.22,centre,Morges,Lonay,5638,,553,0,0,553,79,14.285714285714285,474,85.71428571428571,
gc_2022_verts,20.03.22,centre-gauche,Morges,Lonay,5638,,553,0,0,553,95,17.17902350813743,458,82.82097649186257,
gc_2022_PS,20.03.22,centre-gauche,Morges,Lully VD,5639,,187,0,0,187,46,24.598930481283425,141,75.40106951871658,
gc_2022_Gauche,20.03.22,gauche,Morges,Lully VD,5639,,187,0,0,187,0,0,187,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Lully VD,5639,,187,0,0,187,19,10.16042780748663,168,89.83957219251337,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Lully VD,5639,,187,0,0,187,69,36.898395721925134,118,63.101604278074866,
gc_2022_centre,20.03.22,centre,Morges,Lully VD,5639,,187,0,0,187,23,12.299465240641712,164,87.70053475935828,
gc_2022_verts,20.03.22,centre-gauche,Morges,Lully VD,5639,,187,0,0,187,30,16.042780748663102,157,83.9572192513369,
gc_2022_PS,20.03.22,centre-gauche,Morges,Lussy-sur-Morges,5640,,183,0,0,183,31,16.939890710382514,152,83.06010928961749,
gc_2022_Gauche,20.03.22,gauche,Morges,Lussy-sur-Morges,5640,,183,0,0,183,0,0,183,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Lussy-sur-Morges,5640,,183,0,0,183,17,9.289617486338798,166,90.7103825136612,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Lussy-sur-Morges,5640,,183,0,0,183,64,34.97267759562842,119,65.02732240437157,
gc_2022_centre,20.03.22,centre,Morges,Lussy-sur-Morges,5640,,183,0,0,183,30,16.39344262295082,153,83.60655737704919,
gc_2022_verts,20.03.22,centre-gauche,Morges,Lussy-sur-Morges,5640,,183,0,0,183,41,22.404371584699454,142,77.59562841530054,
gc_2022_PS,20.03.22,centre-gauche,Morges,Morges,5642,,2943,0,0,2943,915,31.090723751274208,2028,68.90927624872579,
gc_2022_Gauche,20.03.22,gauche,Morges,Morges,5642,,2943,0,0,2943,0,0,2943,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Morges,5642,,2943,0,0,2943,338,11.484879374787631,2605,88.51512062521238,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Morges,5642,,2943,0,0,2943,888,30.173292558613657,2055,69.82670744138633,
gc_2022_centre,20.03.22,centre,Morges,Morges,5642,,2943,0,0,2943,299,10.159700985389058,2644,89.84029901461093,
gc_2022_verts,20.03.22,centre-gauche,Morges,Morges,5642,,2943,0,0,2943,502,17.057424396873937,2441,82.94257560312606,
gc_2022_PS,20.03.22,centre-gauche,Morges,Préverenges,5643,,895,0,0,895,236,26.368715083798882,659,73.63128491620111,
gc_2022_Gauche,20.03.22,gauche,Morges,Préverenges,5643,,895,0,0,895,0,0,895,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Préverenges,5643,,895,0,0,895,100,11.1731843575419,795,88.8268156424581,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Préverenges,5643,,895,0,0,895,288,32.17877094972067,607,67.82122905027933,
gc_2022_centre,20.03.22,centre,Morges,Préverenges,5643,,895,0,0,895,111,12.402234636871508,784,87.59776536312849,
gc_2022_verts,20.03.22,centre-gauche,Morges,Préverenges,5643,,895,0,0,895,160,17.877094972067038,735,82.12290502793296,
gc_2022_PS,20.03.22,centre-gauche,Morges,Romanel-sur-Morges,5645,,135,0,0,135,21,15.555555555555555,114,84.44444444444444,
gc_2022_Gauche,20.03.22,gauche,Morges,Romanel-sur-Morges,5645,,135,0,0,135,0,0,135,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Romanel-sur-Morges,5645,,135,0,0,135,18,13.333333333333334,117,86.66666666666667,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Romanel-sur-Morges,5645,,135,0,0,135,61,45.18518518518518,74,54.81481481481482,
gc_2022_centre,20.03.22,centre,Morges,Romanel-sur-Morges,5645,,135,0,0,135,21,15.555555555555555,114,84.44444444444444,
gc_2022_verts,20.03.22,centre-gauche,Morges,Romanel-sur-Morges,5645,,135,0,0,135,13,9.62962962962963,122,90.37037037037037,
gc_2022_PS,20.03.22,centre-gauche,Morges,Saint-Prex,5646,,927,0,0,927,186,20.06472491909385,741,79.93527508090615,
gc_2022_Gauche,20.03.22,gauche,Morges,Saint-Prex,5646,,927,0,0,927,0,0,927,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Saint-Prex,5646,,927,0,0,927,124,13.3764832793959,803,86.6235167206041,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Saint-Prex,5646,,927,0,0,927,328,35.382955771305284,599,64.61704422869471,
gc_2022_centre,20.03.22,centre,Morges,Saint-Prex,5646,,927,0,0,927,158,17.044228694714132,769,82.95577130528586,
gc_2022_verts,20.03.22,centre-gauche,Morges,Saint-Prex,5646,,927,0,0,927,131,14.13160733549083,796,85.86839266450917,
gc_2022_PS,20.03.22,centre-gauche,Morges,Tolochenaz,5649,,350,0,0,350,88,25.142857142857146,262,74.85714285714286,
gc_2022_Gauche,20.03.22,gauche,Morges,Tolochenaz,5649,,350,0,0,350,0,0,350,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Tolochenaz,5649,,350,0,0,350,56,16,294,84,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Tolochenaz,5649,,350,0,0,350,101,28.857142857142858,249,71.14285714285714,
gc_2022_centre,20.03.22,centre,Morges,Tolochenaz,5649,,350,0,0,350,43,12.285714285714286,307,87.71428571428571,
gc_2022_verts,20.03.22,centre-gauche,Morges,Tolochenaz,5649,,350,0,0,350,61,17.42857142857143,289,82.57142857142857,
gc_2022_PS,20.03.22,centre-gauche,Morges,Vaux-sur-Morges,5650,,60,0,0,60,6,10,54,90,
gc_2022_Gauche,20.03.22,gauche,Morges,Vaux-sur-Morges,5650,,60,0,0,60,0,0,60,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Vaux-sur-Morges,5650,,60,0,0,60,13,21.666666666666668,47,78.33333333333333,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Vaux-sur-Morges,5650,,60,0,0,60,19,31.666666666666664,41,68.33333333333333,
gc_2022_centre,20.03.22,centre,Morges,Vaux-sur-Morges,5650,,60,0,0,60,16,26.666666666666668,44,73.33333333333333,
gc_2022_verts,20.03.22,centre-gauche,Morges,Vaux-sur-Morges,5650,,60,0,0,60,6,10,54,90,
gc_2022_PS,20.03.22,centre-gauche,Morges,Villars-sous-Yens,5652,,130,0,0,130,30,23.076923076923077,100,76.92307692307693,
gc_2022_Gauche,20.03.22,gauche,Morges,Villars-sous-Yens,5652,,130,0,0,130,0,0,130,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Villars-sous-Yens,5652,,130,0,0,130,32,24.615384615384617,98,75.38461538461539,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Villars-sous-Yens,5652,,130,0,0,130,32,24.615384615384617,98,75.38461538461539,
gc_2022_centre,20.03.22,centre,Morges,Villars-sous-Yens,5652,,130,0,0,130,10,7.6923076923076925,120,92.3076923076923,
gc_2022_verts,20.03.22,centre-gauche,Morges,Villars-sous-Yens,5652,,130,0,0,130,25,19.230769230769234,105,80.76923076923077,
gc_2022_PS,20.03.22,centre-gauche,Morges,Vufflens-le-Château,5653,,238,0,0,238,37,15.546218487394958,201,84.45378151260505,
gc_2022_Gauche,20.03.22,gauche,Morges,Vufflens-le-Château,5653,,238,0,0,238,0,0,238,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Vufflens-le-Château,5653,,238,0,0,238,28,11.76470588235294,210,88.23529411764706,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Vufflens-le-Château,5653,,238,0,0,238,110,46.21848739495798,128,53.78151260504202,
gc_2022_centre,20.03.22,centre,Morges,Vufflens-le-Château,5653,,238,0,0,238,41,17.22689075630252,197,82.77310924369748,
gc_2022_verts,20.03.22,centre-gauche,Morges,Vufflens-le-Château,5653,,238,0,0,238,23,9.663865546218489,215,90.33613445378151,
gc_2022_PS,20.03.22,centre-gauche,Morges,Vullierens,5654,,139,0,0,139,25,17.985611510791365,114,82.01438848920863,
gc_2022_Gauche,20.03.22,gauche,Morges,Vullierens,5654,,139,0,0,139,0,0,139,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Vullierens,5654,,139,0,0,139,37,26.618705035971225,102,73.38129496402878,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Vullierens,5654,,139,0,0,139,39,28.05755395683453,100,71.94244604316546,
gc_2022_centre,20.03.22,centre,Morges,Vullierens,5654,,139,0,0,139,19,13.66906474820144,120,86.33093525179856,
gc_2022_verts,20.03.22,centre-gauche,Morges,Vullierens,5654,,139,0,0,139,19,13.66906474820144,120,86.33093525179856,
gc_2022_PS,20.03.22,centre-gauche,Morges,Yens,5655,,326,0,0,326,50,15.337423312883436,276,84.66257668711657,
gc_2022_Gauche,20.03.22,gauche,Morges,Yens,5655,,326,0,0,326,0,0,326,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Yens,5655,,326,0,0,326,49,15.030674846625766,277,84.96932515337423,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Yens,5655,,326,0,0,326,145,44.47852760736196,181,55.52147239263804,
gc_2022_centre,20.03.22,centre,Morges,Yens,5655,,326,0,0,326,37,11.349693251533742,289,88.65030674846625,
gc_2022_verts,20.03.22,centre-gauche,Morges,Yens,5655,,326,0,0,326,45,13.803680981595093,281,86.1963190184049,
gc_2022_PS,20.03.22,centre-gauche,Morges,Hautemorges,5656,,955,0,0,955,201,21.047120418848166,754,78.95287958115183,
gc_2022_Gauche,20.03.22,gauche,Morges,Hautemorges,5656,,955,0,0,955,0,0,955,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Hautemorges,5656,,955,0,0,955,160,16.75392670157068,795,83.24607329842932,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Hautemorges,5656,,955,0,0,955,322,33.717277486910994,633,66.28272251308901,
gc_2022_centre,20.03.22,centre,Morges,Hautemorges,5656,,955,0,0,955,114,11.937172774869111,841,88.06282722513089,
gc_2022_verts,20.03.22,centre-gauche,Morges,Hautemorges,5656,,955,0,0,955,158,16.544502617801047,797,83.45549738219896,
gc_2022_PS,20.03.22,centre-gauche,Morges,Allaman,5851,,98,0,0,98,13,13.26530612244898,85,86.73469387755102,
gc_2022_Gauche,20.03.22,gauche,Morges,Allaman,5851,,98,0,0,98,0,0,98,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Morges,Allaman,5851,,98,0,0,98,14,14.285714285714285,84,85.71428571428571,
gc_2022_droite-bourgeoise,20.03.22,droite,Morges,Allaman,5851,,98,0,0,98,28,28.57142857142857,70,71.42857142857143,
gc_2022_centre,20.03.22,centre,Morges,Allaman,5851,,98,0,0,98,28,28.57142857142857,70,71.42857142857143,
gc_2022_verts,20.03.22,centre-gauche,Morges,Allaman,5851,,98,0,0,98,16,16.3265306122449,82,83.6734693877551,
gc_2022_PS,20.03.22,centre-gauche,Nyon,Longirod,5429,,114,0,0,114,11,9.649122807017543,103,90.35087719298247,
gc_2022_Gauche,20.03.22,gauche,Nyon,Longirod,5429,,114,0,0,114,0,0,114,100,
gc_2022_extreme-droite,20.03.22,extreme-droite,Nyon,Longirod,5429,,114,0,0,114,20,17.543859649122805,94,82.45614035087719,
gc_2022_droite-bourgeoise,20.03.22,droite,Nyon,Longirod,5429,,114,0,0,114,45,39.473684210526315,69,60.526315789473685,
gc_2022_centre,20.03.22,centre,Nyon,Longirod,5429,,114,0,0,114,15,13.157894736842104,99,86.8421052631579,
gc_2022_verts,20.03.22,centre-gauche,Nyon,Longirod,5429,,114,0,0,114,23,20.175438596491226,91,79.82456140350878,
gc_2022_PS,20.03.22,centre-gauche,Nyon,Marchissy,5430,,112,0,0,112,6,5.357142857142857,106,94.64285714285714,
