votation,date,positionnement_politique_oui,district,Communes,code_ofs,Electeurs_inscrits,Bulletins_rentres,Blancs,Nuls,Valables,OUI,OUI_perc,NON,NON_perc,particip_perc
gc_2022_PS,20.03.22,centre-gauche,Vevey,Blonay - Saint-Légier,5892,,2601,0,0,2601,432,16.61%,2169,83.39%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Blonay - Saint-Légier,5892,,2601,0,0,2601,131,5.04%,2470,94.96%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Blonay - Saint-Légier,5892,,2601,0,0,2601,326,12.53%,2275,87.47%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Blonay - Saint-Légier,5892,,2601,0,0,2601,1091,41.95%,1510,58.05%,
gc_2022_centre,20.03.22,centre,Vevey,Blonay - Saint-Légier,5892,,2601,0,0,2601,312,12.00%,2289,88.00%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Blonay - Saint-Légier,5892,,2601,0,0,2601,308,11.84%,2293,88.16%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Chardonne,5882,,727,0,0,727,85,11.69%,642,88.31%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Chardonne,5882,,727,0,0,727,55,7.57%,672,92.43%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Chardonne,5882,,727,0,0,727,114,15.68%,613,84.32%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Chardonne,5882,,727,0,0,727,315,43.33%,412,56.67%,
gc_2022_centre,20.03.22,centre,Vevey,Chardonne,5882,,727,0,0,727,73,10.04%,654,89.96%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Chardonne,5882,,727,0,0,727,85,11.69%,642,88.31%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Corseaux,5883,,610,0,0,610,77,12.62%,533,87.38%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Corseaux,5883,,610,0,0,610,34,5.57%,576,94.43%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Corseaux,5883,,610,0,0,610,83,13.61%,527,86.39%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Corseaux,5883,,610,0,0,610,280,45.90%,330,54.10%,
gc_2022_centre,20.03.22,centre,Vevey,Corseaux,5883,,610,0,0,610,78,12.79%,532,87.21%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Corseaux,5883,,610,0,0,610,59,9.67%,551,90.33%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Corsier-sur-Vevey,5884,,629,0,0,629,134,21.30%,495,78.70%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Corsier-sur-Vevey,5884,,629,0,0,629,61,9.70%,568,90.30%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Corsier-sur-Vevey,5884,,629,0,0,629,110,17.49%,519,82.51%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Corsier-sur-Vevey,5884,,629,0,0,629,201,31.96%,428,68.04%,
gc_2022_centre,20.03.22,centre,Vevey,Corsier-sur-Vevey,5884,,629,0,0,629,45,7.15%,584,92.85%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Corsier-sur-Vevey,5884,,629,0,0,629,78,12.40%,551,87.60%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Jongny,5885,,388,0,0,388,56,14.43%,332,85.57%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Jongny,5885,,388,0,0,388,24,6.19%,364,93.81%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Jongny,5885,,388,0,0,388,61,15.72%,327,84.28%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Jongny,5885,,388,0,0,388,143,36.86%,245,63.14%,
gc_2022_centre,20.03.22,centre,Vevey,Jongny,5885,,388,0,0,388,52,13.40%,336,86.60%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Jongny,5885,,388,0,0,388,52,13.40%,336,86.60%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,La Tour-de-Peilz,5889,,2411,0,0,2411,503,20.86%,1908,79.14%,
gc_2022_Gauche,20.03.22,gauche,Vevey,La Tour-de-Peilz,5889,,2411,0,0,2411,205,8.50%,2206,91.50%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,La Tour-de-Peilz,5889,,2411,0,0,2411,291,12.07%,2120,87.93%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,La Tour-de-Peilz,5889,,2411,0,0,2411,781,32.39%,1630,67.61%,
gc_2022_centre,20.03.22,centre,Vevey,La Tour-de-Peilz,5889,,2411,0,0,2411,282,11.70%,2129,88.30%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,La Tour-de-Peilz,5889,,2411,0,0,2411,348,14.43%,2063,85.57%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Montreux,5886,,3456,0,0,3456,858,24.83%,2598,75.17%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Montreux,5886,,3456,0,0,3456,243,7.03%,3213,92.97%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Montreux,5886,,3456,0,0,3456,465,13.45%,2991,86.55%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Montreux,5886,,3456,0,0,3456,1344,38.89%,2112,61.11%,
gc_2022_centre,20.03.22,centre,Vevey,Montreux,5886,,3456,0,0,3456,209,6.05%,3247,93.95%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Montreux,5886,,3456,0,0,3456,337,9.75%,3119,90.25%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Vevey,5890,,2884,0,0,2884,513,17.79%,2371,82.21%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Vevey,5890,,2884,0,0,2884,698,24.20%,2186,75.80%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Vevey,5890,,2884,0,0,2884,247,8.56%,2637,91.44%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Vevey,5890,,2884,0,0,2884,816,28.29%,2068,71.71%,
gc_2022_centre,20.03.22,centre,Vevey,Vevey,5890,,2884,0,0,2884,216,7.49%,2668,92.51%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Vevey,5890,,2884,0,0,2884,394,13.66%,2490,86.34%,
gc_2022_PS,20.03.22,centre-gauche,Vevey,Veytaux,5891,,157,0,0,157,35,22.29%,122,77.71%,
gc_2022_Gauche,20.03.22,gauche,Vevey,Veytaux,5891,,157,0,0,157,14,8.92%,143,91.08%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Vevey,Veytaux,5891,,157,0,0,157,20,12.74%,137,87.26%,
gc_2022_droite-bourgeoise,20.03.22,droite,Vevey,Veytaux,5891,,157,0,0,157,64,40.76%,93,59.24%,
gc_2022_centre,20.03.22,centre,Vevey,Veytaux,5891,,157,0,0,157,8,5.10%,149,94.90%,
gc_2022_verts,20.03.22,centre-gauche,Vevey,Veytaux,5891,,157,0,0,157,15,9.55%,142,90.45%,
gc_2022_PS,20.03.22,centre-gauche,La Vallée,L'Abbaye,5871,,396,0,0,396,104,26.26%,292,73.74%,
gc_2022_Gauche,20.03.22,gauche,La Vallée,L'Abbaye,5871,,396,0,0,396,,0.00%,396,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,La Vallée,L'Abbaye,5871,,396,0,0,396,46,11.62%,350,88.38%,
gc_2022_droite-bourgeoise,20.03.22,droite,La Vallée,L'Abbaye,5871,,396,0,0,396,198,50.00%,198,50.00%,
gc_2022_centre,20.03.22,centre,La Vallée,L'Abbaye,5871,,396,0,0,396,17,4.29%,379,95.71%,
gc_2022_verts,20.03.22,centre-gauche,La Vallée,L'Abbaye,5871,,396,0,0,396,32,8.08%,364,91.92%,
gc_2022_PS,20.03.22,centre-gauche,La Vallée,Le Chenit,5872,,971,0,0,971,354,36.46%,617,63.54%,
gc_2022_Gauche,20.03.22,gauche,La Vallée,Le Chenit,5872,,971,0,0,971,,0.00%,971,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,La Vallée,Le Chenit,5872,,971,0,0,971,90,9.27%,881,90.73%,
gc_2022_droite-bourgeoise,20.03.22,droite,La Vallée,Le Chenit,5872,,971,0,0,971,399,41.09%,572,58.91%,
gc_2022_centre,20.03.22,centre,La Vallée,Le Chenit,5872,,971,0,0,971,32,3.30%,939,96.70%,
gc_2022_verts,20.03.22,centre-gauche,La Vallée,Le Chenit,5872,,971,0,0,971,94,9.68%,877,90.32%,
gc_2022_PS,20.03.22,centre-gauche,La Vallée,Le Lieu,5873,,280,0,0,280,81,28.93%,199,71.07%,
gc_2022_Gauche,20.03.22,gauche,La Vallée,Le Lieu,5873,,280,0,0,280,,0.00%,280,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,La Vallée,Le Lieu,5873,,280,0,0,280,23,8.21%,257,91.79%,
gc_2022_droite-bourgeoise,20.03.22,droite,La Vallée,Le Lieu,5873,,280,0,0,280,129,46.07%,151,53.93%,
gc_2022_centre,20.03.22,centre,La Vallée,Le Lieu,5873,,280,0,0,280,8,2.86%,272,97.14%,
gc_2022_verts,20.03.22,centre-gauche,La Vallée,Le Lieu,5873,,280,0,0,280,40,14.29%,240,85.71%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Agiez,5742,,72,0,0,72,9,12.50%,63,87.50%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Agiez,5742,,72,0,0,72,6,8.33%,66,91.67%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Agiez,5742,,72,0,0,72,19,26.39%,53,73.61%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Agiez,5742,,72,0,0,72,32,44.44%,40,55.56%,
gc_2022_centre,20.03.22,centre,Yverdon,Agiez,5742,,72,0,0,72,3,4.17%,69,95.83%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Agiez,5742,,72,0,0,72,3,4.17%,69,95.83%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Arnex-sur-Orbe,5743,,182,0,0,182,27,14.84%,155,85.16%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Arnex-sur-Orbe,5743,,182,0,0,182,14,7.69%,168,92.31%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Arnex-sur-Orbe,5743,,182,0,0,182,36,19.78%,146,80.22%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Arnex-sur-Orbe,5743,,182,0,0,182,62,34.07%,120,65.93%,
gc_2022_centre,20.03.22,centre,Yverdon,Arnex-sur-Orbe,5743,,182,0,0,182,13,7.14%,169,92.86%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Arnex-sur-Orbe,5743,,182,0,0,182,30,16.48%,152,83.52%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Ballaigues,5744,,237,0,0,237,46,19.41%,191,80.59%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Ballaigues,5744,,237,0,0,237,17,7.17%,220,92.83%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Ballaigues,5744,,237,0,0,237,45,18.99%,192,81.01%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Ballaigues,5744,,237,0,0,237,76,32.07%,161,67.93%,
gc_2022_centre,20.03.22,centre,Yverdon,Ballaigues,5744,,237,0,0,237,27,11.39%,210,88.61%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Ballaigues,5744,,237,0,0,237,26,10.97%,211,89.03%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Baulmes,5745,,285,0,0,285,58,20.35%,227,79.65%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Baulmes,5745,,285,0,0,285,39,13.68%,246,86.32%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Baulmes,5745,,285,0,0,285,74,25.96%,211,74.04%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Baulmes,5745,,285,0,0,285,50,17.54%,235,82.46%,
gc_2022_centre,20.03.22,centre,Yverdon,Baulmes,5745,,285,0,0,285,25,8.77%,260,91.23%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Baulmes,5745,,285,0,0,285,39,13.68%,246,86.32%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Bavois,5746,,197,0,0,197,40,20.30%,157,79.70%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Bavois,5746,,197,0,0,197,14,7.11%,183,92.89%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Bavois,5746,,197,0,0,197,55,27.92%,142,72.08%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Bavois,5746,,197,0,0,197,46,23.35%,151,76.65%,
gc_2022_centre,20.03.22,centre,Yverdon,Bavois,5746,,197,0,0,197,17,8.63%,180,91.37%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Bavois,5746,,197,0,0,197,24,12.18%,173,87.82%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Belmont-sur-Yverdon,5902,,98,0,0,98,11,11.22%,87,88.78%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Belmont-sur-Yverdon,5902,,98,0,0,98,8,8.16%,90,91.84%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Belmont-sur-Yverdon,5902,,98,0,0,98,35,35.71%,63,64.29%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Belmont-sur-Yverdon,5902,,98,0,0,98,29,29.59%,69,70.41%,
gc_2022_centre,20.03.22,centre,Yverdon,Belmont-sur-Yverdon,5902,,98,0,0,98,5,5.10%,93,94.90%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Belmont-sur-Yverdon,5902,,98,0,0,98,9,9.18%,89,90.82%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Bioley-Magnoux,5903,,72,0,0,72,8,11.11%,64,88.89%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Bioley-Magnoux,5903,,72,0,0,72,5,6.94%,67,93.06%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Bioley-Magnoux,5903,,72,0,0,72,29,40.28%,43,59.72%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Bioley-Magnoux,5903,,72,0,0,72,19,26.39%,53,73.61%,
gc_2022_centre,20.03.22,centre,Yverdon,Bioley-Magnoux,5903,,72,0,0,72,5,6.94%,67,93.06%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Bioley-Magnoux,5903,,72,0,0,72,7,9.72%,65,90.28%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Bofflens,5747,,74,0,0,74,10,13.51%,64,86.49%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Bofflens,5747,,74,0,0,74,3,4.05%,71,95.95%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Bofflens,5747,,74,0,0,74,22,29.73%,52,70.27%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Bofflens,5747,,74,0,0,74,17,22.97%,57,77.03%,
gc_2022_centre,20.03.22,centre,Yverdon,Bofflens,5747,,74,0,0,74,12,16.22%,62,83.78%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Bofflens,5747,,74,0,0,74,10,13.51%,64,86.49%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Bonvillars,5551,,132,0,0,132,13,9.85%,119,90.15%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Bonvillars,5551,,132,0,0,132,7,5.30%,125,94.70%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Bonvillars,5551,,132,0,0,132,33,25.00%,99,75.00%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Bonvillars,5551,,132,0,0,132,51,38.64%,81,61.36%,
gc_2022_centre,20.03.22,centre,Yverdon,Bonvillars,5551,,132,0,0,132,11,8.33%,121,91.67%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Bonvillars,5551,,132,0,0,132,16,12.12%,116,87.88%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Bretonnières,5748,,82,0,0,82,8,9.76%,74,90.24%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Bretonnières,5748,,82,0,0,82,8,9.76%,74,90.24%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Bretonnières,5748,,82,0,0,82,21,25.61%,61,74.39%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Bretonnières,5748,,82,0,0,82,15,18.29%,67,81.71%,
gc_2022_centre,20.03.22,centre,Yverdon,Bretonnières,5748,,82,0,0,82,18,21.95%,64,78.05%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Bretonnières,5748,,82,0,0,82,12,14.63%,70,85.37%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Bullet,5552,,211,0,0,211,44,20.85%,167,79.15%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Bullet,5552,,211,0,0,211,8,3.79%,203,96.21%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Bullet,5552,,211,0,0,211,57,27.01%,154,72.99%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Bullet,5552,,211,0,0,211,77,36.49%,134,63.51%,
gc_2022_centre,20.03.22,centre,Yverdon,Bullet,5552,,211,0,0,211,13,6.16%,198,93.84%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Bullet,5552,,211,0,0,211,13,6.16%,198,93.84%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Chamblon,5904,,142,0,0,142,27,19.01%,115,80.99%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Chamblon,5904,,142,0,0,142,11,7.75%,131,92.25%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Chamblon,5904,,142,0,0,142,22,15.49%,120,84.51%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Chamblon,5904,,142,0,0,142,59,41.55%,83,58.45%,
gc_2022_centre,20.03.22,centre,Yverdon,Chamblon,5904,,142,0,0,142,12,8.45%,130,91.55%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Chamblon,5904,,142,0,0,142,11,7.75%,131,92.25%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Champagne,5553,,205,0,0,205,26,12.68%,179,87.32%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Champagne,5553,,205,0,0,205,20,9.76%,185,90.24%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Champagne,5553,,205,0,0,205,41,20.00%,164,80.00%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Champagne,5553,,205,0,0,205,67,32.68%,138,67.32%,
gc_2022_centre,20.03.22,centre,Yverdon,Champagne,5553,,205,0,0,205,20,9.76%,185,90.24%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Champagne,5553,,205,0,0,205,31,15.12%,174,84.88%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Champvent,5905,,152,0,0,152,21,13.82%,131,86.18%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Champvent,5905,,152,0,0,152,7,4.61%,145,95.39%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Champvent,5905,,152,0,0,152,41,26.97%,111,73.03%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Champvent,5905,,152,0,0,152,50,32.89%,102,67.11%,
gc_2022_centre,20.03.22,centre,Yverdon,Champvent,5905,,152,0,0,152,18,11.84%,134,88.16%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Champvent,5905,,152,0,0,152,16,10.53%,136,89.47%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Chavannes-le-Chêne,5907,,82,0,0,82,10,12.20%,72,87.80%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Chavannes-le-Chêne,5907,,82,0,0,82,2,2.44%,80,97.56%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Chavannes-le-Chêne,5907,,82,0,0,82,37,45.12%,45,54.88%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Chavannes-le-Chêne,5907,,82,0,0,82,20,24.39%,62,75.61%,
gc_2022_centre,20.03.22,centre,Yverdon,Chavannes-le-Chêne,5907,,82,0,0,82,4,4.88%,78,95.12%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Chavannes-le-Chêne,5907,,82,0,0,82,9,10.98%,73,89.02%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Chavornay,5749,,881,0,0,881,130,14.76%,751,85.24%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Chavornay,5749,,881,0,0,881,73,8.29%,808,91.71%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Chavornay,5749,,881,0,0,881,140,15.89%,741,84.11%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Chavornay,5749,,881,0,0,881,328,37.23%,553,62.77%,
gc_2022_centre,20.03.22,centre,Yverdon,Chavornay,5749,,881,0,0,881,95,10.78%,786,89.22%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Chavornay,5749,,881,0,0,881,114,12.94%,767,87.06%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Chêne-Pâquier,5908,,44,0,0,44,2,4.55%,42,95.45%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Chêne-Pâquier,5908,,44,0,0,44,6,13.64%,38,86.36%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Chêne-Pâquier,5908,,44,0,0,44,11,25.00%,33,75.00%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Chêne-Pâquier,5908,,44,0,0,44,13,29.55%,31,70.45%,
gc_2022_centre,20.03.22,centre,Yverdon,Chêne-Pâquier,5908,,44,0,0,44,3,6.82%,41,93.18%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Chêne-Pâquier,5908,,44,0,0,44,10,22.73%,34,77.27%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Cheseaux-Noréaz,5909,,224,0,0,224,31,13.84%,193,86.16%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Cheseaux-Noréaz,5909,,224,0,0,224,10,4.46%,214,95.54%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Cheseaux-Noréaz,5909,,224,0,0,224,30,13.39%,194,86.61%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Cheseaux-Noréaz,5909,,224,0,0,224,93,41.52%,131,58.48%,
gc_2022_centre,20.03.22,centre,Yverdon,Cheseaux-Noréaz,5909,,224,0,0,224,22,9.82%,202,90.18%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Cheseaux-Noréaz,5909,,224,0,0,224,37,16.52%,187,83.48%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Concise,5554,,244,0,0,244,38,15.57%,206,84.43%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Concise,5554,,244,0,0,244,21,8.61%,223,91.39%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Concise,5554,,244,0,0,244,40,16.39%,204,83.61%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Concise,5554,,244,0,0,244,105,43.03%,139,56.97%,
gc_2022_centre,20.03.22,centre,Yverdon,Concise,5554,,244,0,0,244,14,5.74%,230,94.26%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Concise,5554,,244,0,0,244,25,10.25%,219,89.75%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Corcelles-près-Concise,5555,,89,0,0,89,17,19.10%,72,80.90%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Corcelles-près-Concise,5555,,89,0,0,89,6,6.74%,83,93.26%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Corcelles-près-Concise,5555,,89,0,0,89,21,23.60%,68,76.40%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Corcelles-près-Concise,5555,,89,0,0,89,26,29.21%,63,70.79%,
gc_2022_centre,20.03.22,centre,Yverdon,Corcelles-près-Concise,5555,,89,0,0,89,7,7.87%,82,92.13%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Corcelles-près-Concise,5555,,89,0,0,89,13,14.61%,76,85.39%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Cronay,5910,,128,0,0,128,24,18.75%,104,81.25%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Cronay,5910,,128,0,0,128,7,5.47%,121,94.53%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Cronay,5910,,128,0,0,128,46,35.94%,82,64.06%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Cronay,5910,,128,0,0,128,30,23.44%,98,76.56%,
gc_2022_centre,20.03.22,centre,Yverdon,Cronay,5910,,128,0,0,128,8,6.25%,120,93.75%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Cronay,5910,,128,0,0,128,14,10.94%,114,89.06%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Croy,5752,,98,0,0,98,26,26.53%,72,73.47%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Croy,5752,,98,0,0,98,9,9.18%,89,90.82%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Croy,5752,,98,0,0,98,12,12.24%,86,87.76%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Croy,5752,,98,0,0,98,24,24.49%,74,75.51%,
gc_2022_centre,20.03.22,centre,Yverdon,Croy,5752,,98,0,0,98,10,10.20%,88,89.80%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Croy,5752,,98,0,0,98,16,16.33%,82,83.67%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Cuarny,5911,,59,0,0,59,8,13.56%,51,86.44%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Cuarny,5911,,59,0,0,59,2,3.39%,57,96.61%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Cuarny,5911,,59,0,0,59,26,44.07%,33,55.93%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Cuarny,5911,,59,0,0,59,17,28.81%,42,71.19%,
gc_2022_centre,20.03.22,centre,Yverdon,Cuarny,5911,,59,0,0,59,5,8.47%,54,91.53%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Cuarny,5911,,59,0,0,59,1,1.69%,58,98.31%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Démoret,5912,,57,0,0,57,2,3.51%,55,96.49%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Démoret,5912,,57,0,0,57,6,10.53%,51,89.47%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Démoret,5912,,57,0,0,57,22,38.60%,35,61.40%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Démoret,5912,,57,0,0,57,19,33.33%,38,66.67%,
gc_2022_centre,20.03.22,centre,Yverdon,Démoret,5912,,57,0,0,57,4,7.02%,53,92.98%,
gc_2022_verts,20.03.22,centre-gauche,Yverdon,Démoret,5912,,57,0,0,57,6,10.53%,51,89.47%,
gc_2022_PS,20.03.22,centre-gauche,Yverdon,Donneloye,5913,,211,0,0,211,27,12.80%,184,87.20%,
gc_2022_Gauche,20.03.22,gauche,Yverdon,Donneloye,5913,,211,0,0,211,19,9.00%,192,91.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Yverdon,Donneloye,5913,,211,0,0,211,66,31.28%,145,68.72%,
gc_2022_droite-bourgeoise,20.03.22,droite,Yverdon,Donneloye,5913,,211,0,0,211,55,26.07%,156,73.93%,
