votation,date,positionnement_politique_oui,district,Communes,code_ofs,Electeurs_inscrits,Bulletins_rentres,Blancs,Nuls,Valables,OUI,OUI_perc,NON,NON_perc,particip_perc
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Penthalaz,5495,,556,0,0,556,,0.00%,556,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Penthalaz,5495,,556,0,0,556,103,18.53%,453,81.47%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Penthalaz,5495,,556,0,0,556,163,29.32%,393,70.68%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Penthalaz,5495,,556,0,0,556,52,9.35%,504,90.65%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Penthalaz,5495,,556,0,0,556,118,21.22%,438,78.78%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Penthaz,5496,,283,0,0,283,57,20.14%,226,79.86%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Penthaz,5496,,283,0,0,283,,0.00%,283,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Penthaz,5496,,283,0,0,283,44,15.55%,239,84.45%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Penthaz,5496,,283,0,0,283,94,33.22%,189,66.78%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Penthaz,5496,,283,0,0,283,40,14.13%,243,85.87%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Penthaz,5496,,283,0,0,283,48,16.96%,235,83.04%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Penthéréaz,5531,,107,0,0,107,15,14.02%,92,85.98%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Penthéréaz,5531,,107,0,0,107,,0.00%,107,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Penthéréaz,5531,,107,0,0,107,13,12.15%,94,87.85%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Penthéréaz,5531,,107,0,0,107,57,53.27%,50,46.73%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Penthéréaz,5531,,107,0,0,107,12,11.21%,95,88.79%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Penthéréaz,5531,,107,0,0,107,10,9.35%,97,90.65%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Poliez-Pittet,5533,,191,0,0,191,17,8.90%,174,91.10%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Poliez-Pittet,5533,,191,0,0,191,,0.00%,191,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Poliez-Pittet,5533,,191,0,0,191,54,28.27%,137,71.73%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Poliez-Pittet,5533,,191,0,0,191,69,36.13%,122,63.87%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Poliez-Pittet,5533,,191,0,0,191,31,16.23%,160,83.77%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Poliez-Pittet,5533,,191,0,0,191,20,10.47%,171,89.53%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Rueyres,5534,,109,0,0,109,9,8.26%,100,91.74%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Rueyres,5534,,109,0,0,109,,0.00%,109,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Rueyres,5534,,109,0,0,109,51,46.79%,58,53.21%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Rueyres,5534,,109,0,0,109,21,19.27%,88,80.73%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Rueyres,5534,,109,0,0,109,17,15.60%,92,84.40%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Rueyres,5534,,109,0,0,109,10,9.17%,99,90.83%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Saint-Barthélemy VD,5535,,172,0,0,172,23,13.37%,149,86.63%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Saint-Barthélemy VD,5535,,172,0,0,172,,0.00%,172,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Saint-Barthélemy VD,5535,,172,0,0,172,52,30.23%,120,69.77%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Saint-Barthélemy VD,5535,,172,0,0,172,55,31.98%,117,68.02%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Saint-Barthélemy VD,5535,,172,0,0,172,28,16.28%,144,83.72%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Saint-Barthélemy VD,5535,,172,0,0,172,14,8.14%,158,91.86%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Sullens,5501,,192,0,0,192,15,7.81%,177,92.19%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Sullens,5501,,192,0,0,192,,0.00%,192,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Sullens,5501,,192,0,0,192,45,23.44%,147,76.56%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Sullens,5501,,192,0,0,192,82,42.71%,110,57.29%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Sullens,5501,,192,0,0,192,26,13.54%,166,86.46%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Sullens,5501,,192,0,0,192,23,11.98%,169,88.02%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Villars-le-Terroir,5537,,302,0,0,302,28,9.27%,274,90.73%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Villars-le-Terroir,5537,,302,0,0,302,,0.00%,302,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Villars-le-Terroir,5537,,302,0,0,302,62,20.53%,240,79.47%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Villars-le-Terroir,5537,,302,0,0,302,91,30.13%,211,69.87%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Villars-le-Terroir,5537,,302,0,0,302,83,27.48%,219,72.52%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Villars-le-Terroir,5537,,302,0,0,302,38,12.58%,264,87.42%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Vuarrens,5539,,246,0,0,246,19,7.72%,227,92.28%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Vuarrens,5539,,246,0,0,246,,0.00%,246,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Vuarrens,5539,,246,0,0,246,97,39.43%,149,60.57%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Vuarrens,5539,,246,0,0,246,71,28.86%,175,71.14%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Vuarrens,5539,,246,0,0,246,26,10.57%,220,89.43%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Vuarrens,5539,,246,0,0,246,33,13.41%,213,86.59%,
gc_2022_PS,20.03.22,centre-gauche,Gros-de-Vaud,Vufflens-la-Ville,5503,,320,0,0,320,68,21.25%,252,78.75%,
gc_2022_Gauche,20.03.22,gauche,Gros-de-Vaud,Vufflens-la-Ville,5503,,320,0,0,320,,0.00%,320,100.00%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Gros-de-Vaud,Vufflens-la-Ville,5503,,320,0,0,320,61,19.06%,259,80.94%,
gc_2022_droite-bourgeoise,20.03.22,droite,Gros-de-Vaud,Vufflens-la-Ville,5503,,320,0,0,320,78,24.38%,242,75.62%,
gc_2022_centre,20.03.22,centre,Gros-de-Vaud,Vufflens-la-Ville,5503,,320,0,0,320,47,14.69%,273,85.31%,
gc_2022_verts,20.03.22,centre-gauche,Gros-de-Vaud,Vufflens-la-Ville,5503,,320,0,0,320,66,20.62%,254,79.38%,
gc_2022_PS,20.03.22,centre-gauche,Lavaux - Oron,Belmont-sur-Lausanne,5581,,754,0,0,754,119,15.78%,635,84.22%,
gc_2022_Gauche,20.03.22,gauche,Lavaux - Oron,Belmont-sur-Lausanne,5581,,754,0,0,754,2,0.27%,752,99.73%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Lavaux - Oron,Belmont-sur-Lausanne,5581,,754,0,0,754,90,11.94%,664,88.06%,
gc_2022_droite-bourgeoise,20.03.22,droite,Lavaux - Oron,Belmont-sur-Lausanne,5581,,754,0,0,754,239,31.70%,515,68.30%,
gc_2022_centre,20.03.22,centre,Lavaux - Oron,Belmont-sur-Lausanne,5581,,754,0,0,754,155,20.56%,599,79.44%,
gc_2022_verts,20.03.22,centre-gauche,Lavaux - Oron,Belmont-sur-Lausanne,5581,,754,0,0,754,149,19.76%,605,80.24%,
gc_2022_PS,20.03.22,centre-gauche,Lavaux - Oron,Bourg-en-Lavaux,5613,,1419,0,0,1419,229,16.14%,1190,83.86%,
gc_2022_Gauche,20.03.22,gauche,Lavaux - Oron,Bourg-en-Lavaux,5613,,1419,0,0,1419,3,0.21%,1416,99.79%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Lavaux - Oron,Bourg-en-Lavaux,5613,,1419,0,0,1419,153,10.78%,1266,89.22%,
gc_2022_droite-bourgeoise,20.03.22,droite,Lavaux - Oron,Bourg-en-Lavaux,5613,,1419,0,0,1419,522,36.79%,897,63.21%,
gc_2022_centre,20.03.22,centre,Lavaux - Oron,Bourg-en-Lavaux,5613,,1419,0,0,1419,210,14.80%,1209,85.20%,
gc_2022_verts,20.03.22,centre-gauche,Lavaux - Oron,Bourg-en-Lavaux,5613,,1419,0,0,1419,303,21.35%,1116,78.65%,
gc_2022_PS,20.03.22,centre-gauche,Lavaux - Oron,Chexbres,5601,,506,0,0,506,89,17.59%,417,82.41%,
gc_2022_Gauche,20.03.22,gauche,Lavaux - Oron,Chexbres,5601,,506,0,0,506,2,0.40%,504,99.60%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Lavaux - Oron,Chexbres,5601,,506,0,0,506,66,13.04%,440,86.96%,
gc_2022_droite-bourgeoise,20.03.22,droite,Lavaux - Oron,Chexbres,5601,,506,0,0,506,201,39.72%,305,60.28%,
gc_2022_centre,20.03.22,centre,Lavaux - Oron,Chexbres,5601,,506,0,0,506,46,9.09%,460,90.91%,
gc_2022_verts,20.03.22,centre-gauche,Lavaux - Oron,Chexbres,5601,,506,0,0,506,102,20.16%,404,79.84%,
gc_2022_PS,20.03.22,centre-gauche,Lavaux - Oron,Forel (Lavaux),5604,,468,0,0,468,62,13.25%,406,86.75%,
gc_2022_Gauche,20.03.22,gauche,Lavaux - Oron,Forel (Lavaux),5604,,468,0,0,468,2,0.43%,466,99.57%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Lavaux - Oron,Forel (Lavaux),5604,,468,0,0,468,106,22.65%,362,77.35%,
gc_2022_droite-bourgeoise,20.03.22,droite,Lavaux - Oron,Forel (Lavaux),5604,,468,0,0,468,186,39.74%,282,60.26%,
gc_2022_centre,20.03.22,centre,Lavaux - Oron,Forel (Lavaux),5604,,468,0,0,468,47,10.04%,421,89.96%,
gc_2022_verts,20.03.22,centre-gauche,Lavaux - Oron,Forel (Lavaux),5604,,468,0,0,468,66,14.10%,402,85.90%,
gc_2022_PS,20.03.22,centre-gauche,Lavaux - Oron,Jorat-Mézières,5806,,606,0,0,606,108,17.82%,498,82.18%,
gc_2022_Gauche,20.03.22,gauche,Lavaux - Oron,Jorat-Mézières,5806,,606,0,0,606,2,0.33%,604,99.67%,
gc_2022_extreme-droite,20.03.22,extreme-droite,Lavaux - Oron,Jorat-Mézières,5806,,606,0,0,606,148,24.42%,458,75.58%,
gc_2022_droite-bourgeoise,20.03.22,droite,Lavaux - Oron,Jorat-Mézières,5806,,606,0,0,606,180,29.70%,426,70.30%,
gc_2022_centre,20.03.22,centre,Lavaux - Oron,Jorat-Mézières,5806,,606,0,0,606,52,8.58%,554,91.42%,
gc_2022_verts,20.03.22,centre-gauche,Lavaux - Oron,Jorat-Mézières,5806,,606,0,0,606,116,19.14%,490,80.86%,
gc_2022_PS,20.03.22,centre-gauche,Lavaux - Oron,Lutry,5606,,2440,0,0,2440,340,13.93%,2100,86.07%,
gc_2022_Gauche,20.03.22,gauche,Lavaux - Oron,Lutry,5606,,2440,0,0,2440,8,0.33%,2432,99.67%,
